2026-03-02 20:49:26,505 - root - INFO - [Worker-1/PID-24613] - Worker 1 (PID: 24613) logging initialized
2026-03-02 20:49:26,506 - root - INFO - [Worker-1/PID-24613] - Worker 1 starting (PID: 24613)
2026-03-02 20:49:27,350 - root - INFO - [Worker-1/PID-24613] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 20:49:27,350 - root - INFO - [Worker-1/PID-24613] - Worker 1 initialized successfully
2026-03-02 20:51:01,350 - root - INFO - [Worker-1/PID-24613] - [556160016] {'request_id': 556160016, 'input_seq_len': 1291, 'output_seq_len': 617, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.439191', 'http_post_time': '2026-03-02 20:50:05.439242', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:01.350355', 'zmq_push_time': '2026-03-02 20:51:01.350355', 'total_time_s': 55.91116404533386, 'http_queue_latency_s': 5.125999450683594e-05}
2026-03-02 20:51:02,492 - root - INFO - [Worker-1/PID-24613] - [556150288] {'request_id': 556150288, 'input_seq_len': 1279, 'output_seq_len': 659, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.377013', 'http_post_time': '2026-03-02 20:50:05.377073', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:02.492048', 'zmq_push_time': '2026-03-02 20:51:02.492048', 'total_time_s': 57.11503481864929, 'http_queue_latency_s': 5.9604644775390625e-05}
2026-03-02 20:51:02,522 - root - INFO - [Worker-1/PID-24613] - [556090384] {'request_id': 556090384, 'input_seq_len': 1990, 'output_seq_len': 747, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.000947', 'http_post_time': '2026-03-02 20:50:05.001040', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:02.522021', 'zmq_push_time': '2026-03-02 20:51:02.522021', 'total_time_s': 57.521074533462524, 'http_queue_latency_s': 9.34600830078125e-05}
2026-03-02 20:51:03,761 - root - INFO - [Worker-1/PID-24613] - [556135440] {'request_id': 556135440, 'input_seq_len': 2088, 'output_seq_len': 711, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.292638', 'http_post_time': '2026-03-02 20:50:05.292713', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:03.761170', 'zmq_push_time': '2026-03-02 20:51:03.761170', 'total_time_s': 58.46853280067444, 'http_queue_latency_s': 7.534027099609375e-05}
2026-03-02 20:51:04,517 - root - INFO - [Worker-1/PID-24613] - [556171280] {'request_id': 556171280, 'input_seq_len': 1601, 'output_seq_len': 680, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.505888', 'http_post_time': '2026-03-02 20:50:05.505940', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:04.517415', 'zmq_push_time': '2026-03-02 20:51:04.517415', 'total_time_s': 59.01152753829956, 'http_queue_latency_s': 5.269050598144531e-05}
2026-03-02 20:51:05,338 - root - INFO - [Worker-1/PID-24613] - [556126736] {'request_id': 556126736, 'input_seq_len': 1225, 'output_seq_len': 763, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.244730', 'http_post_time': '2026-03-02 20:50:05.244787', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:05.338866', 'zmq_push_time': '2026-03-02 20:51:05.338866', 'total_time_s': 60.094136238098145, 'http_queue_latency_s': 5.7697296142578125e-05}
2026-03-02 20:51:05,666 - root - INFO - [Worker-1/PID-24613] - [556194320] {'request_id': 556194320, 'input_seq_len': 2031, 'output_seq_len': 674, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.650982', 'http_post_time': '2026-03-02 20:50:05.651047', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:05.665949', 'zmq_push_time': '2026-03-02 20:51:05.665949', 'total_time_s': 60.01496696472168, 'http_queue_latency_s': 6.532669067382812e-05}
2026-03-02 20:51:06,083 - root - INFO - [Worker-1/PID-24613] - [556159504] {'request_id': 556159504, 'input_seq_len': 1632, 'output_seq_len': 732, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.435204', 'http_post_time': '2026-03-02 20:50:05.435262', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:06.083647', 'zmq_push_time': '2026-03-02 20:51:06.083647', 'total_time_s': 60.64844298362732, 'http_queue_latency_s': 5.8650970458984375e-05}
2026-03-02 20:51:06,348 - root - INFO - [Worker-1/PID-24613] - [556184592] {'request_id': 556184592, 'input_seq_len': 7452, 'output_seq_len': 703, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.588578', 'http_post_time': '2026-03-02 20:50:05.588731', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:06.348740', 'zmq_push_time': '2026-03-02 20:51:06.348740', 'total_time_s': 60.760162591934204, 'http_queue_latency_s': 0.00015282630920410156}
2026-03-02 20:51:08,626 - root - INFO - [Worker-1/PID-24613] - [556086288] {'request_id': 556086288, 'input_seq_len': 3541, 'output_seq_len': 900, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:04.967843', 'http_post_time': '2026-03-02 20:50:04.967951', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:08.626798', 'zmq_push_time': '2026-03-02 20:51:08.626798', 'total_time_s': 63.65895485877991, 'http_queue_latency_s': 0.00010800361633300781}
2026-03-02 20:51:09,228 - root - INFO - [Worker-1/PID-24613] - [556134416] {'request_id': 556134416, 'input_seq_len': 3252, 'output_seq_len': 845, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.287597', 'http_post_time': '2026-03-02 20:50:05.287693', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:09.228572', 'zmq_push_time': '2026-03-02 20:51:09.228572', 'total_time_s': 63.94097566604614, 'http_queue_latency_s': 9.608268737792969e-05}
