2026-03-02 20:50:02,925 - root - INFO - [Worker-1/PID-26221] - Worker 1 (PID: 26221) logging initialized
2026-03-02 20:50:02,926 - root - INFO - [Worker-1/PID-26221] - Worker 1 starting (PID: 26221)
2026-03-02 20:50:03,709 - root - INFO - [Worker-1/PID-26221] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 20:50:03,709 - root - INFO - [Worker-1/PID-26221] - Worker 1 initialized successfully
2026-03-02 20:51:06,204 - root - INFO - [Worker-1/PID-26221] - [556105104] {'request_id': 556105104, 'input_seq_len': 1400, 'output_seq_len': 767, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.123919', 'http_post_time': '2026-03-02 20:50:05.124168', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:06.204708', 'zmq_push_time': '2026-03-02 20:51:06.204708', 'total_time_s': 61.08078908920288, 'http_queue_latency_s': 0.0002491474151611328}
2026-03-02 20:51:07,141 - root - INFO - [Worker-1/PID-26221] - [556189584] {'request_id': 556189584, 'input_seq_len': 1207, 'output_seq_len': 664, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.620989', 'http_post_time': '2026-03-02 20:50:05.621072', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:07.141447', 'zmq_push_time': '2026-03-02 20:51:07.141447', 'total_time_s': 61.520458698272705, 'http_queue_latency_s': 8.344650268554688e-05}
2026-03-02 20:51:08,834 - root - INFO - [Worker-1/PID-26221] - [556218256] {'request_id': 556218256, 'input_seq_len': 1443, 'output_seq_len': 659, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.791883', 'http_post_time': '2026-03-02 20:50:05.792022', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:08.834202', 'zmq_push_time': '2026-03-02 20:51:08.834202', 'total_time_s': 63.04231905937195, 'http_queue_latency_s': 0.00013875961303710938}
2026-03-02 20:51:09,717 - root - INFO - [Worker-1/PID-26221] - [556106640] {'request_id': 556106640, 'input_seq_len': 2597, 'output_seq_len': 847, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.128427', 'http_post_time': '2026-03-02 20:50:05.128499', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:09.717678', 'zmq_push_time': '2026-03-02 20:51:09.717678', 'total_time_s': 64.58925127983093, 'http_queue_latency_s': 7.200241088867188e-05}
2026-03-02 20:51:09,859 - root - INFO - [Worker-1/PID-26221] - [556245392] {'request_id': 556245392, 'input_seq_len': 1654, 'output_seq_len': 641, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.950889', 'http_post_time': '2026-03-02 20:50:05.950999', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:09.859421', 'zmq_push_time': '2026-03-02 20:51:09.859421', 'total_time_s': 63.908531665802, 'http_queue_latency_s': 0.00011038780212402344}
2026-03-02 20:51:12,735 - root - INFO - [Worker-1/PID-26221] - [556102032] {'request_id': 556102032, 'input_seq_len': 3699, 'output_seq_len': 923, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.102436', 'http_post_time': '2026-03-02 20:50:05.102525', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:12.735284', 'zmq_push_time': '2026-03-02 20:51:12.735284', 'total_time_s': 67.63284802436829, 'http_queue_latency_s': 8.988380432128906e-05}
2026-03-02 20:51:13,225 - root - INFO - [Worker-1/PID-26221] - [556181392] {'request_id': 556181392, 'input_seq_len': 1878, 'output_seq_len': 818, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.571168', 'http_post_time': '2026-03-02 20:50:05.571267', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:13.225314', 'zmq_push_time': '2026-03-02 20:51:13.225314', 'total_time_s': 67.65414571762085, 'http_queue_latency_s': 9.894371032714844e-05}
2026-03-02 20:51:13,782 - root - INFO - [Worker-1/PID-26221] - [556128656] {'request_id': 556128656, 'input_seq_len': 2769, 'output_seq_len': 909, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.254346', 'http_post_time': '2026-03-02 20:50:05.254416', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:13.782169', 'zmq_push_time': '2026-03-02 20:51:13.782169', 'total_time_s': 68.52782320976257, 'http_queue_latency_s': 6.985664367675781e-05}
2026-03-02 20:51:14,171 - root - INFO - [Worker-1/PID-26221] - [556109200] {'request_id': 556109200, 'input_seq_len': 4149, 'output_seq_len': 946, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.143738', 'http_post_time': '2026-03-02 20:50:05.143903', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:14.171382', 'zmq_push_time': '2026-03-02 20:51:14.171382', 'total_time_s': 69.02764344215393, 'http_queue_latency_s': 0.00016427040100097656}
2026-03-02 20:51:14,348 - root - INFO - [Worker-1/PID-26221] - [556119952] {'request_id': 556119952, 'input_seq_len': 2807, 'output_seq_len': 931, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.209736', 'http_post_time': '2026-03-02 20:50:05.209875', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:14.348877', 'zmq_push_time': '2026-03-02 20:51:14.348877', 'total_time_s': 69.13914132118225, 'http_queue_latency_s': 0.00013899803161621094}
2026-03-02 20:51:14,584 - root - INFO - [Worker-1/PID-26221] - [556113808] {'request_id': 556113808, 'input_seq_len': 2714, 'output_seq_len': 946, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 20:50:05.173769', 'http_post_time': '2026-03-02 20:50:05.173867', 'first_token_time': None, 'final_token_time': '2026-03-02 20:51:14.584827', 'zmq_push_time': '2026-03-02 20:51:14.584827', 'total_time_s': 69.41105818748474, 'http_queue_latency_s': 9.870529174804688e-05}
