2026-03-02 21:12:59,740 - root - INFO - [Worker-0/PID-26824] - Worker 0 (PID: 26824) logging initialized
2026-03-02 21:12:59,742 - root - INFO - [Worker-0/PID-26824] - Worker 0 starting (PID: 26824)
2026-03-02 21:13:00,566 - root - INFO - [Worker-0/PID-26824] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 21:13:00,566 - root - INFO - [Worker-0/PID-26824] - Worker 0 initialized successfully
2026-03-02 21:13:13,305 - root - INFO - [Worker-0/PID-26824] - [825181568] {'request_id': 825181568, 'input_seq_len': 194, 'output_seq_len': 488, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.219425', 'http_post_time': '2026-03-02 21:13:01.221635', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:13.304924', 'zmq_push_time': '2026-03-02 21:13:13.304924', 'total_time_s': 12.085499048233032, 'http_queue_latency_s': 0.002210378646850586}
2026-03-02 21:13:14,345 - root - INFO - [Worker-0/PID-26824] - [825311104] {'request_id': 825311104, 'input_seq_len': 129, 'output_seq_len': 517, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.334282', 'http_post_time': '2026-03-02 21:13:01.334393', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:14.344914', 'zmq_push_time': '2026-03-02 21:13:14.344914', 'total_time_s': 13.010632276535034, 'http_queue_latency_s': 0.00011134147644042969}
2026-03-02 21:13:16,432 - root - INFO - [Worker-0/PID-26824] - [825306496] {'request_id': 825306496, 'input_seq_len': 340, 'output_seq_len': 618, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.330216', 'http_post_time': '2026-03-02 21:13:01.330251', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:16.432523', 'zmq_push_time': '2026-03-02 21:13:16.432523', 'total_time_s': 15.102306604385376, 'http_queue_latency_s': 3.528594970703125e-05}
2026-03-02 21:13:16,984 - root - INFO - [Worker-0/PID-26824] - [825241472] {'request_id': 825241472, 'input_seq_len': 411, 'output_seq_len': 654, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.270641', 'http_post_time': '2026-03-02 21:13:01.270679', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:16.984661', 'zmq_push_time': '2026-03-02 21:13:16.984661', 'total_time_s': 15.714020729064941, 'http_queue_latency_s': 3.886222839355469e-05}
2026-03-02 21:13:17,596 - root - INFO - [Worker-0/PID-26824] - [825287040] {'request_id': 825287040, 'input_seq_len': 241, 'output_seq_len': 676, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.313341', 'http_post_time': '2026-03-02 21:13:01.315844', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:17.596067', 'zmq_push_time': '2026-03-02 21:13:17.596067', 'total_time_s': 16.282726049423218, 'http_queue_latency_s': 0.00250244140625}
2026-03-02 21:13:18,769 - root - INFO - [Worker-0/PID-26824] - [825197440] {'request_id': 825197440, 'input_seq_len': 312, 'output_seq_len': 744, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.233258', 'http_post_time': '2026-03-02 21:13:01.233316', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:18.769254', 'zmq_push_time': '2026-03-02 21:13:18.769254', 'total_time_s': 17.535996437072754, 'http_queue_latency_s': 5.817413330078125e-05}
2026-03-02 21:13:19,172 - root - INFO - [Worker-0/PID-26824] - [825212288] {'request_id': 825212288, 'input_seq_len': 330, 'output_seq_len': 761, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.245722', 'http_post_time': '2026-03-02 21:13:01.246003', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:19.171984', 'zmq_push_time': '2026-03-02 21:13:19.171984', 'total_time_s': 17.926262140274048, 'http_queue_latency_s': 0.0002810955047607422}
2026-03-02 21:13:22,083 - root - INFO - [Worker-0/PID-26824] - [825194368] {'request_id': 825194368, 'input_seq_len': 188, 'output_seq_len': 900, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.229525', 'http_post_time': '2026-03-02 21:13:01.229579', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:22.083231', 'zmq_push_time': '2026-03-02 21:13:22.083231', 'total_time_s': 20.85370659828186, 'http_queue_latency_s': 5.412101745605469e-05}
2026-03-02 21:13:23,701 - root - INFO - [Worker-0/PID-26824] - [825241984] {'request_id': 825241984, 'input_seq_len': 241, 'output_seq_len': 968, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.271092', 'http_post_time': '2026-03-02 21:13:01.271128', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:23.701298', 'zmq_push_time': '2026-03-02 21:13:23.701298', 'total_time_s': 22.430205583572388, 'http_queue_latency_s': 3.647804260253906e-05}
2026-03-02 21:13:25,171 - root - INFO - [Worker-0/PID-26824] - [825182592] {'request_id': 825182592, 'input_seq_len': 331, 'output_seq_len': 1045, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.219602', 'http_post_time': '2026-03-02 21:13:01.221750', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:25.171269', 'zmq_push_time': '2026-03-02 21:13:25.171269', 'total_time_s': 23.951667547225952, 'http_queue_latency_s': 0.002148151397705078}
2026-03-02 21:13:25,214 - root - INFO - [Worker-0/PID-26824] - [825278848] {'request_id': 825278848, 'input_seq_len': 309, 'output_seq_len': 1032, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.312785', 'http_post_time': '2026-03-02 21:13:01.314896', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:25.214385', 'zmq_push_time': '2026-03-02 21:13:25.214385', 'total_time_s': 23.901599884033203, 'http_queue_latency_s': 0.0021104812622070312}
