2026-03-02 21:12:59,956 - root - INFO - [Worker-1/PID-26825] - Worker 1 (PID: 26825) logging initialized
2026-03-02 21:12:59,958 - root - INFO - [Worker-1/PID-26825] - Worker 1 starting (PID: 26825)
2026-03-02 21:13:00,780 - root - INFO - [Worker-1/PID-26825] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-02 21:13:00,781 - root - INFO - [Worker-1/PID-26825] - Worker 1 initialized successfully
2026-03-02 21:13:15,249 - root - INFO - [Worker-1/PID-26825] - [825235072] {'request_id': 825235072, 'input_seq_len': 230, 'output_seq_len': 552, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.265377', 'http_post_time': '2026-03-02 21:13:01.265408', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:15.249036', 'zmq_push_time': '2026-03-02 21:13:15.249036', 'total_time_s': 13.983659029006958, 'http_queue_latency_s': 3.075599670410156e-05}
2026-03-02 21:13:17,172 - root - INFO - [Worker-1/PID-26825] - [825299072] {'request_id': 825299072, 'input_seq_len': 309, 'output_seq_len': 654, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.324444', 'http_post_time': '2026-03-02 21:13:01.324478', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:17.172137', 'zmq_push_time': '2026-03-02 21:13:17.172137', 'total_time_s': 15.84769344329834, 'http_queue_latency_s': 3.4332275390625e-05}
2026-03-02 21:13:19,257 - root - INFO - [Worker-1/PID-26825] - [825201280] {'request_id': 825201280, 'input_seq_len': 410, 'output_seq_len': 767, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.236445', 'http_post_time': '2026-03-02 21:13:01.236483', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:19.256925', 'zmq_push_time': '2026-03-02 21:13:19.256925', 'total_time_s': 18.020479679107666, 'http_queue_latency_s': 3.814697265625e-05}
2026-03-02 21:13:19,768 - root - INFO - [Worker-1/PID-26825] - [825257600] {'request_id': 825257600, 'input_seq_len': 354, 'output_seq_len': 782, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.285209', 'http_post_time': '2026-03-02 21:13:01.285239', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:19.768549', 'zmq_push_time': '2026-03-02 21:13:19.768549', 'total_time_s': 18.48333978652954, 'http_queue_latency_s': 2.956390380859375e-05}
2026-03-02 21:13:21,078 - root - INFO - [Worker-1/PID-26825] - [825280640] {'request_id': 825280640, 'input_seq_len': 318, 'output_seq_len': 840, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.312931', 'http_post_time': '2026-03-02 21:13:01.315012', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:21.078159', 'zmq_push_time': '2026-03-02 21:13:21.078159', 'total_time_s': 19.765228033065796, 'http_queue_latency_s': 0.0020813941955566406}
2026-03-02 21:13:21,805 - root - INFO - [Worker-1/PID-26825] - [825235584] {'request_id': 825235584, 'input_seq_len': 213, 'output_seq_len': 881, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.265891', 'http_post_time': '2026-03-02 21:13:01.265924', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:21.805520', 'zmq_push_time': '2026-03-02 21:13:21.805520', 'total_time_s': 20.539628744125366, 'http_queue_latency_s': 3.266334533691406e-05}
2026-03-02 21:13:24,480 - root - INFO - [Worker-1/PID-26825] - [825229440] {'request_id': 825229440, 'input_seq_len': 474, 'output_seq_len': 1005, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.260690', 'http_post_time': '2026-03-02 21:13:01.260727', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:24.480584', 'zmq_push_time': '2026-03-02 21:13:24.480584', 'total_time_s': 23.21989345550537, 'http_queue_latency_s': 3.62396240234375e-05}
2026-03-02 21:13:24,889 - root - INFO - [Worker-1/PID-26825] - [825221248] {'request_id': 825221248, 'input_seq_len': 188, 'output_seq_len': 1026, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.253736', 'http_post_time': '2026-03-02 21:13:01.253771', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:24.888993', 'zmq_push_time': '2026-03-02 21:13:24.888993', 'total_time_s': 23.63525629043579, 'http_queue_latency_s': 3.409385681152344e-05}
2026-03-02 21:13:24,931 - root - INFO - [Worker-1/PID-26825] - [825252992] {'request_id': 825252992, 'input_seq_len': 434, 'output_seq_len': 1023, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.280932', 'http_post_time': '2026-03-02 21:13:01.280969', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:24.931015', 'zmq_push_time': '2026-03-02 21:13:24.931015', 'total_time_s': 23.65008306503296, 'http_queue_latency_s': 3.647804260253906e-05}
2026-03-02 21:13:25,933 - root - INFO - [Worker-1/PID-26825] - [825190016] {'request_id': 825190016, 'input_seq_len': 546, 'output_seq_len': 1078, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.226874', 'http_post_time': '2026-03-02 21:13:01.227159', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:25.933321', 'zmq_push_time': '2026-03-02 21:13:25.933321', 'total_time_s': 24.7064471244812, 'http_queue_latency_s': 0.0002853870391845703}
2026-03-02 21:13:26,212 - root - INFO - [Worker-1/PID-26825] - [825261696] {'request_id': 825261696, 'input_seq_len': 239, 'output_seq_len': 1081, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.289290', 'http_post_time': '2026-03-02 21:13:01.289331', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:26.212768', 'zmq_push_time': '2026-03-02 21:13:26.212768', 'total_time_s': 24.92347812652588, 'http_queue_latency_s': 4.0531158447265625e-05}
2026-03-02 21:13:26,430 - root - INFO - [Worker-1/PID-26825] - [825243776] {'request_id': 825243776, 'input_seq_len': 323, 'output_seq_len': 1093, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.272424', 'http_post_time': '2026-03-02 21:13:01.272461', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:26.430295', 'zmq_push_time': '2026-03-02 21:13:26.430295', 'total_time_s': 25.15787124633789, 'http_queue_latency_s': 3.6716461181640625e-05}
2026-03-02 21:13:26,496 - root - INFO - [Worker-1/PID-26825] - [825293440] {'request_id': 825293440, 'input_seq_len': 429, 'output_seq_len': 1089, 'num_chunks': 0, 'zmq_recv_time': '2026-03-02 21:13:01.319890', 'http_post_time': '2026-03-02 21:13:01.320484', 'first_token_time': None, 'final_token_time': '2026-03-02 21:13:26.496494', 'zmq_push_time': '2026-03-02 21:13:26.496494', 'total_time_s': 25.17660355567932, 'http_queue_latency_s': 0.0005943775177001953}
