2026-02-27 18:20:35,381 - root - INFO - [Worker-1/PID-26251] - Worker 1 (PID: 26251) logging initialized
2026-02-27 18:20:35,383 - root - INFO - [Worker-1/PID-26251] - Worker 1 starting (PID: 26251)
2026-02-27 18:20:36,179 - root - INFO - [Worker-1/PID-26251] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 18:20:36,179 - root - INFO - [Worker-1/PID-26251] - Worker 1 initialized successfully
2026-02-27 18:22:24,755 - root - INFO - [Worker-1/PID-26251] - [1012276912] {'request_id': 1012276912, 'input_seq_len': 1503, 'output_seq_len': 644, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.491311', 'http_post_time': '2026-02-27 18:21:25.491370', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:24.755092', 'zmq_push_time': '2026-02-27 18:22:24.755092', 'total_time_s': 59.26378035545349, 'http_queue_latency_s': 5.8650970458984375e-05}
2026-02-27 18:22:25,045 - root - INFO - [Worker-1/PID-26251] - [1012169904] {'request_id': 1012169904, 'input_seq_len': 7871, 'output_seq_len': 805, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.885247', 'http_post_time': '2026-02-27 18:21:24.885376', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.045478', 'zmq_push_time': '2026-02-27 18:22:25.045478', 'total_time_s': 60.16023015975952, 'http_queue_latency_s': 0.0001285076141357422}
2026-02-27 18:22:26,140 - root - INFO - [Worker-1/PID-26251] - [1012266160] {'request_id': 1012266160, 'input_seq_len': 1102, 'output_seq_len': 692, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.437413', 'http_post_time': '2026-02-27 18:21:25.437460', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:26.140522', 'zmq_push_time': '2026-02-27 18:22:26.140522', 'total_time_s': 60.70310950279236, 'http_queue_latency_s': 4.696846008300781e-05}
2026-02-27 18:22:26,890 - root - INFO - [Worker-1/PID-26251] - [1012197040] {'request_id': 1012197040, 'input_seq_len': 1912, 'output_seq_len': 811, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.053976', 'http_post_time': '2026-02-27 18:21:25.054039', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:26.890304', 'zmq_push_time': '2026-02-27 18:22:26.890304', 'total_time_s': 61.83632779121399, 'http_queue_latency_s': 6.246566772460938e-05}
2026-02-27 18:22:27,516 - root - INFO - [Worker-1/PID-26251] - [1012194480] {'request_id': 1012194480, 'input_seq_len': 2889, 'output_seq_len': 827, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.039815', 'http_post_time': '2026-02-27 18:21:25.039886', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:27.516534', 'zmq_push_time': '2026-02-27 18:22:27.516534', 'total_time_s': 62.47671937942505, 'http_queue_latency_s': 7.152557373046875e-05}
2026-02-27 18:22:27,963 - root - INFO - [Worker-1/PID-26251] - [1012174512] {'request_id': 1012174512, 'input_seq_len': 2327, 'output_seq_len': 865, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.914724', 'http_post_time': '2026-02-27 18:21:24.914784', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:27.962881', 'zmq_push_time': '2026-02-27 18:22:27.962881', 'total_time_s': 63.04815721511841, 'http_queue_latency_s': 6.0558319091796875e-05}
2026-02-27 18:22:28,735 - root - INFO - [Worker-1/PID-26251] - [1012232368] {'request_id': 1012232368, 'input_seq_len': 2220, 'output_seq_len': 799, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.238393', 'http_post_time': '2026-02-27 18:21:25.238467', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.735779', 'zmq_push_time': '2026-02-27 18:22:28.735779', 'total_time_s': 63.49738597869873, 'http_queue_latency_s': 7.343292236328125e-05}
2026-02-27 18:22:29,459 - root - INFO - [Worker-1/PID-26251] - [1012314288] {'request_id': 1012314288, 'input_seq_len': 936, 'output_seq_len': 701, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.669594', 'http_post_time': '2026-02-27 18:21:25.669637', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.459400', 'zmq_push_time': '2026-02-27 18:22:29.459400', 'total_time_s': 63.78980612754822, 'http_queue_latency_s': 4.291534423828125e-05}
2026-02-27 18:22:29,495 - root - INFO - [Worker-1/PID-26251] - [1012304560] {'request_id': 1012304560, 'input_seq_len': 2891, 'output_seq_len': 714, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.624745', 'http_post_time': '2026-02-27 18:21:25.625140', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.495255', 'zmq_push_time': '2026-02-27 18:22:29.495255', 'total_time_s': 63.87051010131836, 'http_queue_latency_s': 0.00039505958557128906}
2026-02-27 18:22:29,617 - root - INFO - [Worker-1/PID-26251] - [1012206256] {'request_id': 1012206256, 'input_seq_len': 1727, 'output_seq_len': 858, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.100474', 'http_post_time': '2026-02-27 18:21:25.100540', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.617263', 'zmq_push_time': '2026-02-27 18:22:29.617263', 'total_time_s': 64.51678848266602, 'http_queue_latency_s': 6.604194641113281e-05}
2026-02-27 18:22:29,625 - root - INFO - [Worker-1/PID-26251] - [1012166832] {'request_id': 1012166832, 'input_seq_len': 1142, 'output_seq_len': 914, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.864587', 'http_post_time': '2026-02-27 18:21:24.864710', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.624856', 'zmq_push_time': '2026-02-27 18:22:29.624856', 'total_time_s': 64.76026892662048, 'http_queue_latency_s': 0.0001227855682373047}
