2026-02-27 18:20:52,231 - root - INFO - [Worker-1/PID-26899] - Worker 1 (PID: 26899) logging initialized
2026-02-27 18:20:52,232 - root - INFO - [Worker-1/PID-26899] - Worker 1 starting (PID: 26899)
2026-02-27 18:20:52,978 - root - INFO - [Worker-1/PID-26899] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 18:20:52,978 - root - INFO - [Worker-1/PID-26899] - Worker 1 initialized successfully
2026-02-27 18:22:21,443 - root - INFO - [Worker-1/PID-26899] - [1012235504] {'request_id': 1012235504, 'input_seq_len': 1291, 'output_seq_len': 617, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.253502', 'http_post_time': '2026-02-27 18:21:25.253568', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:21.442935', 'zmq_push_time': '2026-02-27 18:22:21.442935', 'total_time_s': 56.189433574676514, 'http_queue_latency_s': 6.628036499023438e-05}
2026-02-27 18:22:22,601 - root - INFO - [Worker-1/PID-26899] - [1012225776] {'request_id': 1012225776, 'input_seq_len': 1279, 'output_seq_len': 659, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.201802', 'http_post_time': '2026-02-27 18:21:25.201864', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:22.601379', 'zmq_push_time': '2026-02-27 18:22:22.601379', 'total_time_s': 57.39957642555237, 'http_queue_latency_s': 6.151199340820312e-05}
2026-02-27 18:22:22,630 - root - INFO - [Worker-1/PID-26899] - [1012165872] {'request_id': 1012165872, 'input_seq_len': 1990, 'output_seq_len': 747, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.856922', 'http_post_time': '2026-02-27 18:21:24.857046', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:22.630141', 'zmq_push_time': '2026-02-27 18:22:22.630141', 'total_time_s': 57.773218631744385, 'http_queue_latency_s': 0.0001232624053955078}
2026-02-27 18:22:23,853 - root - INFO - [Worker-1/PID-26899] - [1012210928] {'request_id': 1012210928, 'input_seq_len': 2088, 'output_seq_len': 711, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.124717', 'http_post_time': '2026-02-27 18:21:25.124823', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:23.853694', 'zmq_push_time': '2026-02-27 18:22:23.853694', 'total_time_s': 58.72897744178772, 'http_queue_latency_s': 0.00010585784912109375}
2026-02-27 18:22:24,588 - root - INFO - [Worker-1/PID-26899] - [1012246768] {'request_id': 1012246768, 'input_seq_len': 1601, 'output_seq_len': 680, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.314147', 'http_post_time': '2026-02-27 18:21:25.314216', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:24.588158', 'zmq_push_time': '2026-02-27 18:22:24.588158', 'total_time_s': 59.27401161193848, 'http_queue_latency_s': 6.961822509765625e-05}
2026-02-27 18:22:25,346 - root - INFO - [Worker-1/PID-26899] - [1012157168] {'request_id': 1012157168, 'input_seq_len': 1542, 'output_seq_len': 825, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.799472', 'http_post_time': '2026-02-27 18:21:24.799935', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.346629', 'zmq_push_time': '2026-02-27 18:22:25.346629', 'total_time_s': 60.547157287597656, 'http_queue_latency_s': 0.0004630088806152344}
2026-02-27 18:22:25,444 - root - INFO - [Worker-1/PID-26899] - [1012202224] {'request_id': 1012202224, 'input_seq_len': 1225, 'output_seq_len': 763, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.080800', 'http_post_time': '2026-02-27 18:21:25.080868', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.444768', 'zmq_push_time': '2026-02-27 18:22:25.444768', 'total_time_s': 60.36396789550781, 'http_queue_latency_s': 6.818771362304688e-05}
2026-02-27 18:22:25,766 - root - INFO - [Worker-1/PID-26899] - [1012269808] {'request_id': 1012269808, 'input_seq_len': 2031, 'output_seq_len': 674, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.454877', 'http_post_time': '2026-02-27 18:21:25.454959', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.766258', 'zmq_push_time': '2026-02-27 18:22:25.766258', 'total_time_s': 60.311381340026855, 'http_queue_latency_s': 8.225440979003906e-05}
2026-02-27 18:22:26,196 - root - INFO - [Worker-1/PID-26899] - [1012234992] {'request_id': 1012234992, 'input_seq_len': 1632, 'output_seq_len': 732, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.251376', 'http_post_time': '2026-02-27 18:21:25.251465', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:26.196098', 'zmq_push_time': '2026-02-27 18:22:26.196098', 'total_time_s': 60.944722414016724, 'http_queue_latency_s': 8.893013000488281e-05}
2026-02-27 18:22:26,471 - root - INFO - [Worker-1/PID-26899] - [1012260080] {'request_id': 1012260080, 'input_seq_len': 7452, 'output_seq_len': 703, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.407778', 'http_post_time': '2026-02-27 18:21:25.407906', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:26.471754', 'zmq_push_time': '2026-02-27 18:22:26.471754', 'total_time_s': 61.06397604942322, 'http_queue_latency_s': 0.0001277923583984375}
2026-02-27 18:22:28,398 - root - INFO - [Worker-1/PID-26899] - [1012180720] {'request_id': 1012180720, 'input_seq_len': 1533, 'output_seq_len': 865, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.958759', 'http_post_time': '2026-02-27 18:21:24.958879', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.398380', 'zmq_push_time': '2026-02-27 18:22:28.398380', 'total_time_s': 63.43962097167969, 'http_queue_latency_s': 0.00011920928955078125}
