2026-02-27 18:21:07,559 - root - INFO - [Worker-1/PID-27547] - Worker 1 (PID: 27547) logging initialized
2026-02-27 18:21:07,561 - root - INFO - [Worker-1/PID-27547] - Worker 1 starting (PID: 27547)
2026-02-27 18:21:08,322 - root - INFO - [Worker-1/PID-27547] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 18:21:08,322 - root - INFO - [Worker-1/PID-27547] - Worker 1 initialized successfully
2026-02-27 18:22:24,743 - root - INFO - [Worker-1/PID-27547] - [1012184880] {'request_id': 1012184880, 'input_seq_len': 2304, 'output_seq_len': 756, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.983469', 'http_post_time': '2026-02-27 18:21:24.983530', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:24.743767', 'zmq_push_time': '2026-02-27 18:22:24.743767', 'total_time_s': 59.760297536849976, 'http_queue_latency_s': 6.0558319091796875e-05}
2026-02-27 18:22:25,294 - root - INFO - [Worker-1/PID-27547] - [1012197680] {'request_id': 1012197680, 'input_seq_len': 1920, 'output_seq_len': 750, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.057242', 'http_post_time': '2026-02-27 18:21:25.057315', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.294170', 'zmq_push_time': '2026-02-27 18:22:25.294170', 'total_time_s': 60.23692798614502, 'http_queue_latency_s': 7.224082946777344e-05}
2026-02-27 18:22:25,635 - root - INFO - [Worker-1/PID-27547] - [1012211504] {'request_id': 1012211504, 'input_seq_len': 2507, 'output_seq_len': 739, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.128622', 'http_post_time': '2026-02-27 18:21:25.128711', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:25.635048', 'zmq_push_time': '2026-02-27 18:22:25.635048', 'total_time_s': 60.506426095962524, 'http_queue_latency_s': 8.893013000488281e-05}
2026-02-27 18:22:26,381 - root - INFO - [Worker-1/PID-27547] - [1012193072] {'request_id': 1012193072, 'input_seq_len': 1144, 'output_seq_len': 783, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.031170', 'http_post_time': '2026-02-27 18:21:25.031232', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:26.381269', 'zmq_push_time': '2026-02-27 18:22:26.381269', 'total_time_s': 61.350098848342896, 'http_queue_latency_s': 6.246566772460938e-05}
2026-02-27 18:22:28,605 - root - INFO - [Worker-1/PID-27547] - [1012204336] {'request_id': 1012204336, 'input_seq_len': 2139, 'output_seq_len': 820, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.090181', 'http_post_time': '2026-02-27 18:21:25.090248', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:28.604934', 'zmq_push_time': '2026-02-27 18:22:28.604934', 'total_time_s': 63.514753580093384, 'http_queue_latency_s': 6.723403930664062e-05}
2026-02-27 18:22:29,430 - root - INFO - [Worker-1/PID-27547] - [1012174640] {'request_id': 1012174640, 'input_seq_len': 1875, 'output_seq_len': 883, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.915439', 'http_post_time': '2026-02-27 18:21:24.915493', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.429985', 'zmq_push_time': '2026-02-27 18:22:29.429985', 'total_time_s': 64.51454591751099, 'http_queue_latency_s': 5.364418029785156e-05}
2026-02-27 18:22:29,678 - root - INFO - [Worker-1/PID-27547] - [1012162864] {'request_id': 1012162864, 'input_seq_len': 3479, 'output_seq_len': 902, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.837236', 'http_post_time': '2026-02-27 18:21:24.837333', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:29.678058', 'zmq_push_time': '2026-02-27 18:22:29.678058', 'total_time_s': 64.84082269668579, 'http_queue_latency_s': 9.72747802734375e-05}
2026-02-27 18:22:30,083 - root - INFO - [Worker-1/PID-27547] - [1012268848] {'request_id': 1012268848, 'input_seq_len': 1902, 'output_seq_len': 758, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.450586', 'http_post_time': '2026-02-27 18:21:25.450645', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:30.083783', 'zmq_push_time': '2026-02-27 18:22:30.083783', 'total_time_s': 64.63319635391235, 'http_queue_latency_s': 5.8650970458984375e-05}
2026-02-27 18:22:30,195 - root - INFO - [Worker-1/PID-27547] - [1012208944] {'request_id': 1012208944, 'input_seq_len': 2296, 'output_seq_len': 847, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.114113', 'http_post_time': '2026-02-27 18:21:25.114176', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:30.195240', 'zmq_push_time': '2026-02-27 18:22:30.195240', 'total_time_s': 65.08112692832947, 'http_queue_latency_s': 6.318092346191406e-05}
2026-02-27 18:22:30,258 - root - INFO - [Worker-1/PID-27547] - [1012168496] {'request_id': 1012168496, 'input_seq_len': 2075, 'output_seq_len': 907, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.876990', 'http_post_time': '2026-02-27 18:21:24.877104', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:30.258832', 'zmq_push_time': '2026-02-27 18:22:30.258832', 'total_time_s': 65.38184213638306, 'http_queue_latency_s': 0.00011372566223144531}
2026-02-27 18:22:31,251 - root - INFO - [Worker-1/PID-27547] - [1012176176] {'request_id': 1012176176, 'input_seq_len': 2039, 'output_seq_len': 918, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.926682', 'http_post_time': '2026-02-27 18:21:24.926748', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.250939', 'zmq_push_time': '2026-02-27 18:22:31.250939', 'total_time_s': 66.32425618171692, 'http_queue_latency_s': 6.580352783203125e-05}
2026-02-27 18:22:31,357 - root - INFO - [Worker-1/PID-27547] - [1012191536] {'request_id': 1012191536, 'input_seq_len': 3256, 'output_seq_len': 897, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.023128', 'http_post_time': '2026-02-27 18:21:25.023225', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.357625', 'zmq_push_time': '2026-02-27 18:22:31.357625', 'total_time_s': 66.33449721336365, 'http_queue_latency_s': 9.703636169433594e-05}
2026-02-27 18:22:31,656 - root - INFO - [Worker-1/PID-27547] - [1012177712] {'request_id': 1012177712, 'input_seq_len': 4597, 'output_seq_len': 924, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.938986', 'http_post_time': '2026-02-27 18:21:24.939081', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.656328', 'zmq_push_time': '2026-02-27 18:22:31.656328', 'total_time_s': 66.71734142303467, 'http_queue_latency_s': 9.489059448242188e-05}
2026-02-27 18:22:31,689 - root - INFO - [Worker-1/PID-27547] - [1012213040] {'request_id': 1012213040, 'input_seq_len': 1491, 'output_seq_len': 873, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.134909', 'http_post_time': '2026-02-27 18:21:25.134968', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:31.689742', 'zmq_push_time': '2026-02-27 18:22:31.689742', 'total_time_s': 66.55483317375183, 'http_queue_latency_s': 5.936622619628906e-05}
2026-02-27 18:22:32,626 - root - INFO - [Worker-1/PID-27547] - [1012241200] {'request_id': 1012241200, 'input_seq_len': 2467, 'output_seq_len': 854, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.286003', 'http_post_time': '2026-02-27 18:21:25.286099', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:32.626082', 'zmq_push_time': '2026-02-27 18:22:32.626082', 'total_time_s': 67.340078830719, 'http_queue_latency_s': 9.632110595703125e-05}
2026-02-27 18:22:33,602 - root - INFO - [Worker-1/PID-27547] - [1012250416] {'request_id': 1012250416, 'input_seq_len': 2171, 'output_seq_len': 861, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.335569', 'http_post_time': '2026-02-27 18:21:25.335625', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:33.602703', 'zmq_push_time': '2026-02-27 18:22:33.602703', 'total_time_s': 68.26713347434998, 'http_queue_latency_s': 5.626678466796875e-05}
2026-02-27 18:22:33,863 - root - INFO - [Worker-1/PID-27547] - [1012238128] {'request_id': 1012238128, 'input_seq_len': 3159, 'output_seq_len': 884, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.268720', 'http_post_time': '2026-02-27 18:21:25.268813', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:33.863154', 'zmq_push_time': '2026-02-27 18:22:33.863154', 'total_time_s': 68.59443378448486, 'http_queue_latency_s': 9.274482727050781e-05}
2026-02-27 18:22:34,382 - root - INFO - [Worker-1/PID-27547] - [1012221232] {'request_id': 1012221232, 'input_seq_len': 8112, 'output_seq_len': 918, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.178386', 'http_post_time': '2026-02-27 18:21:25.178498', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.382642', 'zmq_push_time': '2026-02-27 18:22:34.382642', 'total_time_s': 69.20425605773926, 'http_queue_latency_s': 0.00011205673217773438}
2026-02-27 18:22:34,614 - root - INFO - [Worker-1/PID-27547] - [1012182832] {'request_id': 1012182832, 'input_seq_len': 2741, 'output_seq_len': 977, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.969923', 'http_post_time': '2026-02-27 18:21:24.969989', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.613951', 'zmq_push_time': '2026-02-27 18:22:34.613951', 'total_time_s': 69.6440281867981, 'http_queue_latency_s': 6.628036499023438e-05}
2026-02-27 18:22:34,618 - root - INFO - [Worker-1/PID-27547] - [1012164400] {'request_id': 1012164400, 'input_seq_len': 3838, 'output_seq_len': 1002, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.846483', 'http_post_time': '2026-02-27 18:21:24.846573', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.617977', 'zmq_push_time': '2026-02-27 18:22:34.617977', 'total_time_s': 69.77149391174316, 'http_queue_latency_s': 8.988380432128906e-05}
2026-02-27 18:22:34,964 - root - INFO - [Worker-1/PID-27547] - [1012206384] {'request_id': 1012206384, 'input_seq_len': 2828, 'output_seq_len': 948, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.101272', 'http_post_time': '2026-02-27 18:21:25.101341', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:34.964595', 'zmq_push_time': '2026-02-27 18:22:34.964595', 'total_time_s': 69.8633222579956, 'http_queue_latency_s': 6.842613220214844e-05}
2026-02-27 18:22:35,271 - root - INFO - [Worker-1/PID-27547] - [1012189488] {'request_id': 1012189488, 'input_seq_len': 2755, 'output_seq_len': 979, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.012782', 'http_post_time': '2026-02-27 18:21:25.012872', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:35.271076', 'zmq_push_time': '2026-02-27 18:22:35.271076', 'total_time_s': 70.25829410552979, 'http_queue_latency_s': 9.012222290039062e-05}
2026-02-27 18:22:35,800 - root - INFO - [Worker-1/PID-27547] - [1012338480] {'request_id': 1012338480, 'input_seq_len': 2775, 'output_seq_len': 770, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.783510', 'http_post_time': '2026-02-27 18:21:25.783585', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:35.800227', 'zmq_push_time': '2026-02-27 18:22:35.800227', 'total_time_s': 70.01671695709229, 'http_queue_latency_s': 7.43865966796875e-05}
2026-02-27 18:22:35,868 - root - INFO - [Worker-1/PID-27547] - [1012240688] {'request_id': 1012240688, 'input_seq_len': 3277, 'output_seq_len': 920, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.283947', 'http_post_time': '2026-02-27 18:21:25.284051', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:35.868843', 'zmq_push_time': '2026-02-27 18:22:35.868843', 'total_time_s': 70.58489537239075, 'http_queue_latency_s': 0.00010323524475097656}
2026-02-27 18:22:36,121 - root - INFO - [Worker-1/PID-27547] - [1012199216] {'request_id': 1012199216, 'input_seq_len': 3341, 'output_seq_len': 980, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.067547', 'http_post_time': '2026-02-27 18:21:25.067631', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:36.121562', 'zmq_push_time': '2026-02-27 18:22:36.121562', 'total_time_s': 71.05401515960693, 'http_queue_latency_s': 8.416175842285156e-05}
2026-02-27 18:22:36,591 - root - INFO - [Worker-1/PID-27547] - [1012174128] {'request_id': 1012174128, 'input_seq_len': 3560, 'output_seq_len': 1024, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:24.912879', 'http_post_time': '2026-02-27 18:21:24.912956', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:36.591099', 'zmq_push_time': '2026-02-27 18:22:36.591099', 'total_time_s': 71.67821955680847, 'http_queue_latency_s': 7.677078247070312e-05}
2026-02-27 18:22:36,617 - root - INFO - [Worker-1/PID-27547] - [1012295984] {'request_id': 1012295984, 'input_seq_len': 2789, 'output_seq_len': 848, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.582735', 'http_post_time': '2026-02-27 18:21:25.582911', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:36.617664', 'zmq_push_time': '2026-02-27 18:22:36.617664', 'total_time_s': 71.03492903709412, 'http_queue_latency_s': 0.0001761913299560547}
2026-02-27 18:22:37,147 - root - INFO - [Worker-1/PID-27547] - [1012301616] {'request_id': 1012301616, 'input_seq_len': 1826, 'output_seq_len': 849, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.605880', 'http_post_time': '2026-02-27 18:21:25.605934', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:37.147518', 'zmq_push_time': '2026-02-27 18:22:37.147518', 'total_time_s': 71.54163765907288, 'http_queue_latency_s': 5.3882598876953125e-05}
2026-02-27 18:22:37,541 - root - INFO - [Worker-1/PID-27547] - [1012269360] {'request_id': 1012269360, 'input_seq_len': 2943, 'output_seq_len': 904, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.452782', 'http_post_time': '2026-02-27 18:21:25.452852', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:37.540786', 'zmq_push_time': '2026-02-27 18:22:37.540786', 'total_time_s': 72.08800411224365, 'http_queue_latency_s': 6.937980651855469e-05}
2026-02-27 18:22:37,689 - root - INFO - [Worker-1/PID-27547] - [1012230960] {'request_id': 1012230960, 'input_seq_len': 2807, 'output_seq_len': 963, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 18:21:25.230217', 'http_post_time': '2026-02-27 18:21:25.230289', 'first_token_time': None, 'final_token_time': '2026-02-27 18:22:37.688934', 'zmq_push_time': '2026-02-27 18:22:37.688934', 'total_time_s': 72.45871639251709, 'http_queue_latency_s': 7.152557373046875e-05}
