2026-02-27 22:20:31,619 - root - INFO - [Worker-0/PID-25723] - Worker 0 (PID: 25723) logging initialized
2026-02-27 22:20:31,620 - root - INFO - [Worker-0/PID-25723] - Worker 0 starting (PID: 25723)
2026-02-27 22:20:32,450 - root - INFO - [Worker-0/PID-25723] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-02-27 22:20:32,451 - root - INFO - [Worker-0/PID-25723] - Worker 0 initialized successfully
2026-02-27 22:21:31,312 - root - INFO - [Worker-0/PID-25723] - [719515824] {'request_id': 719515824, 'input_seq_len': 248, 'output_seq_len': 431, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.461050', 'http_post_time': '2026-02-27 22:21:19.461432', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:31.311839', 'zmq_push_time': '2026-02-27 22:21:31.311839', 'total_time_s': 11.850789070129395, 'http_queue_latency_s': 0.00038123130798339844}
2026-02-27 22:21:34,650 - root - INFO - [Worker-0/PID-25723] - [719530160] {'request_id': 719530160, 'input_seq_len': 311, 'output_seq_len': 562, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.483161', 'http_post_time': '2026-02-27 22:21:19.483201', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:34.650340', 'zmq_push_time': '2026-02-27 22:21:34.650340', 'total_time_s': 15.167178392410278, 'http_queue_latency_s': 3.910064697265625e-05}
2026-02-27 22:21:35,358 - root - INFO - [Worker-0/PID-25723] - [719491760] {'request_id': 719491760, 'input_seq_len': 309, 'output_seq_len': 619, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.400094', 'http_post_time': '2026-02-27 22:21:19.400515', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:35.358009', 'zmq_push_time': '2026-02-27 22:21:35.358009', 'total_time_s': 15.957915544509888, 'http_queue_latency_s': 0.00042128562927246094}
2026-02-27 22:21:35,891 - root - INFO - [Worker-0/PID-25723] - [719531184] {'request_id': 719531184, 'input_seq_len': 248, 'output_seq_len': 637, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.484385', 'http_post_time': '2026-02-27 22:21:19.484423', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:35.891451', 'zmq_push_time': '2026-02-27 22:21:35.891451', 'total_time_s': 16.407065629959106, 'http_queue_latency_s': 3.790855407714844e-05}
2026-02-27 22:21:35,909 - root - INFO - [Worker-0/PID-25723] - [719597232] {'request_id': 719597232, 'input_seq_len': 311, 'output_seq_len': 628, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.584430', 'http_post_time': '2026-02-27 22:21:19.587557', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:35.909731', 'zmq_push_time': '2026-02-27 22:21:35.909731', 'total_time_s': 16.325300693511963, 'http_queue_latency_s': 0.0031273365020751953}
2026-02-27 22:21:37,534 - root - INFO - [Worker-0/PID-25723] - [719548080] {'request_id': 719548080, 'input_seq_len': 163, 'output_seq_len': 707, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.503513', 'http_post_time': '2026-02-27 22:21:19.503606', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:37.534484', 'zmq_push_time': '2026-02-27 22:21:37.534484', 'total_time_s': 18.03097128868103, 'http_queue_latency_s': 9.322166442871094e-05}
2026-02-27 22:21:41,112 - root - INFO - [Worker-0/PID-25723] - [719592624] {'request_id': 719592624, 'input_seq_len': 403, 'output_seq_len': 860, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.584010', 'http_post_time': '2026-02-27 22:21:19.586733', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:41.112474', 'zmq_push_time': '2026-02-27 22:21:41.112474', 'total_time_s': 21.528464317321777, 'http_queue_latency_s': 0.00272369384765625}
2026-02-27 22:21:41,428 - root - INFO - [Worker-0/PID-25723] - [719602864] {'request_id': 719602864, 'input_seq_len': 321, 'output_seq_len': 873, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.589369', 'http_post_time': '2026-02-27 22:21:19.590279', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:41.428429', 'zmq_push_time': '2026-02-27 22:21:41.428429', 'total_time_s': 21.83906054496765, 'http_queue_latency_s': 0.0009100437164306641}
2026-02-27 22:21:43,086 - root - INFO - [Worker-0/PID-25723] - [719557296] {'request_id': 719557296, 'input_seq_len': 163, 'output_seq_len': 953, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.513436', 'http_post_time': '2026-02-27 22:21:19.513497', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.086301', 'zmq_push_time': '2026-02-27 22:21:43.086301', 'total_time_s': 23.572864532470703, 'http_queue_latency_s': 6.079673767089844e-05}
2026-02-27 22:21:43,396 - root - INFO - [Worker-0/PID-25723] - [719580336] {'request_id': 719580336, 'input_seq_len': 410, 'output_seq_len': 964, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.541141', 'http_post_time': '2026-02-27 22:21:19.541339', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:43.396257', 'zmq_push_time': '2026-02-27 22:21:43.396257', 'total_time_s': 23.85511565208435, 'http_queue_latency_s': 0.00019812583923339844}
2026-02-27 22:21:44,169 - root - INFO - [Worker-0/PID-25723] - [719613104] {'request_id': 719613104, 'input_seq_len': 183, 'output_seq_len': 993, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.601200', 'http_post_time': '2026-02-27 22:21:19.601378', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.169093', 'zmq_push_time': '2026-02-27 22:21:44.169093', 'total_time_s': 24.56789255142212, 'http_queue_latency_s': 0.00017786026000976562}
2026-02-27 22:21:44,617 - root - INFO - [Worker-0/PID-25723] - [719502000] {'request_id': 719502000, 'input_seq_len': 346, 'output_seq_len': 1028, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.430889', 'http_post_time': '2026-02-27 22:21:19.430952', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:44.616891', 'zmq_push_time': '2026-02-27 22:21:44.616891', 'total_time_s': 25.186002254486084, 'http_queue_latency_s': 6.270408630371094e-05}
2026-02-27 22:21:45,981 - root - INFO - [Worker-0/PID-25723] - [719511216] {'request_id': 719511216, 'input_seq_len': 443, 'output_seq_len': 1087, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.451794', 'http_post_time': '2026-02-27 22:21:19.451897', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:45.981754', 'zmq_push_time': '2026-02-27 22:21:45.981754', 'total_time_s': 26.52996063232422, 'http_queue_latency_s': 0.00010347366333007812}
2026-02-27 22:21:46,621 - root - INFO - [Worker-0/PID-25723] - [719495856] {'request_id': 719495856, 'input_seq_len': 549, 'output_seq_len': 1117, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.414925', 'http_post_time': '2026-02-27 22:21:19.414975', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:46.621397', 'zmq_push_time': '2026-02-27 22:21:46.621397', 'total_time_s': 27.206471920013428, 'http_queue_latency_s': 5.078315734863281e-05}
2026-02-27 22:21:46,758 - root - INFO - [Worker-0/PID-25723] - [719595184] {'request_id': 719595184, 'input_seq_len': 405, 'output_seq_len': 1108, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.584256', 'http_post_time': '2026-02-27 22:21:19.587173', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:46.758227', 'zmq_push_time': '2026-02-27 22:21:46.758227', 'total_time_s': 27.173970699310303, 'http_queue_latency_s': 0.002917051315307617}
2026-02-27 22:21:46,914 - root - INFO - [Worker-0/PID-25723] - [719612592] {'request_id': 719612592, 'input_seq_len': 262, 'output_seq_len': 1113, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.600436', 'http_post_time': '2026-02-27 22:21:19.600727', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:46.914711', 'zmq_push_time': '2026-02-27 22:21:46.914711', 'total_time_s': 27.31427526473999, 'http_queue_latency_s': 0.00029087066650390625}
2026-02-27 22:21:47,490 - root - INFO - [Worker-0/PID-25723] - [719522992] {'request_id': 719522992, 'input_seq_len': 416, 'output_seq_len': 1151, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.470289', 'http_post_time': '2026-02-27 22:21:19.470328', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:47.490047', 'zmq_push_time': '2026-02-27 22:21:47.490047', 'total_time_s': 28.019758224487305, 'http_queue_latency_s': 3.910064697265625e-05}
2026-02-27 22:21:48,816 - root - INFO - [Worker-0/PID-25723] - [719587504] {'request_id': 719587504, 'input_seq_len': 327, 'output_seq_len': 1199, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.583290', 'http_post_time': '2026-02-27 22:21:19.585053', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:48.816872', 'zmq_push_time': '2026-02-27 22:21:48.816872', 'total_time_s': 29.233582019805908, 'http_queue_latency_s': 0.0017633438110351562}
2026-02-27 22:21:48,904 - root - INFO - [Worker-0/PID-25723] - [719496368] {'request_id': 719496368, 'input_seq_len': 382, 'output_seq_len': 1217, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.416967', 'http_post_time': '2026-02-27 22:21:19.417017', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:48.904276', 'zmq_push_time': '2026-02-27 22:21:48.904276', 'total_time_s': 29.487308979034424, 'http_queue_latency_s': 4.935264587402344e-05}
2026-02-27 22:21:49,590 - root - INFO - [Worker-0/PID-25723] - [719542448] {'request_id': 719542448, 'input_seq_len': 434, 'output_seq_len': 1232, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.497187', 'http_post_time': '2026-02-27 22:21:19.497313', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:49.590834', 'zmq_push_time': '2026-02-27 22:21:49.590834', 'total_time_s': 30.093647718429565, 'http_queue_latency_s': 0.000125885009765625}
2026-02-27 22:21:50,894 - root - INFO - [Worker-0/PID-25723] - [719630000] {'request_id': 719630000, 'input_seq_len': 590, 'output_seq_len': 1277, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.621538', 'http_post_time': '2026-02-27 22:21:19.621607', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:50.893957', 'zmq_push_time': '2026-02-27 22:21:50.893957', 'total_time_s': 31.2724187374115, 'http_queue_latency_s': 6.866455078125e-05}
2026-02-27 22:21:51,271 - root - INFO - [Worker-0/PID-25723] - [719520944] {'request_id': 719520944, 'input_seq_len': 403, 'output_seq_len': 1309, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.467860', 'http_post_time': '2026-02-27 22:21:19.467899', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:51.270863', 'zmq_push_time': '2026-02-27 22:21:51.270863', 'total_time_s': 31.803003311157227, 'http_queue_latency_s': 3.910064697265625e-05}
2026-02-27 22:21:51,696 - root - INFO - [Worker-0/PID-25723] - [719545008] {'request_id': 719545008, 'input_seq_len': 416, 'output_seq_len': 1326, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.500261', 'http_post_time': '2026-02-27 22:21:19.500352', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:51.695952', 'zmq_push_time': '2026-02-27 22:21:51.695952', 'total_time_s': 32.195690631866455, 'http_queue_latency_s': 9.083747863769531e-05}
2026-02-27 22:21:52,023 - root - INFO - [Worker-0/PID-25723] - [719510192] {'request_id': 719510192, 'input_seq_len': 230, 'output_seq_len': 1346, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.450051', 'http_post_time': '2026-02-27 22:21:19.450098', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:52.023310', 'zmq_push_time': '2026-02-27 22:21:52.023310', 'total_time_s': 32.57325887680054, 'http_queue_latency_s': 4.6253204345703125e-05}
2026-02-27 22:21:52,891 - root - INFO - [Worker-0/PID-25723] - [719560368] {'request_id': 719560368, 'input_seq_len': 553, 'output_seq_len': 1379, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.516984', 'http_post_time': '2026-02-27 22:21:19.517077', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:52.890969', 'zmq_push_time': '2026-02-27 22:21:52.890969', 'total_time_s': 33.373984813690186, 'http_queue_latency_s': 9.369850158691406e-05}
2026-02-27 22:21:53,530 - root - INFO - [Worker-0/PID-25723] - [719573680] {'request_id': 719573680, 'input_seq_len': 590, 'output_seq_len': 1406, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.533139', 'http_post_time': '2026-02-27 22:21:19.533360', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:53.530154', 'zmq_push_time': '2026-02-27 22:21:53.530154', 'total_time_s': 33.99701547622681, 'http_queue_latency_s': 0.00022077560424804688}
2026-02-27 22:21:53,653 - root - INFO - [Worker-0/PID-25723] - [719537328] {'request_id': 719537328, 'input_seq_len': 423, 'output_seq_len': 1417, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.491790', 'http_post_time': '2026-02-27 22:21:19.491853', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:53.653499', 'zmq_push_time': '2026-02-27 22:21:53.653499', 'total_time_s': 34.16170907020569, 'http_queue_latency_s': 6.318092346191406e-05}
2026-02-27 22:21:54,914 - root - INFO - [Worker-0/PID-25723] - [719535792] {'request_id': 719535792, 'input_seq_len': 502, 'output_seq_len': 1475, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.489763', 'http_post_time': '2026-02-27 22:21:19.489826', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:54.914194', 'zmq_push_time': '2026-02-27 22:21:54.914194', 'total_time_s': 35.42443013191223, 'http_queue_latency_s': 6.222724914550781e-05}
2026-02-27 22:21:55,372 - root - INFO - [Worker-0/PID-25723] - [719584944] {'request_id': 719584944, 'input_seq_len': 345, 'output_seq_len': 1489, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.546278', 'http_post_time': '2026-02-27 22:21:19.546340', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:55.372865', 'zmq_push_time': '2026-02-27 22:21:55.372865', 'total_time_s': 35.826587438583374, 'http_queue_latency_s': 6.222724914550781e-05}
2026-02-27 22:21:55,453 - root - INFO - [Worker-0/PID-25723] - [719589552] {'request_id': 719589552, 'input_seq_len': 673, 'output_seq_len': 1491, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.583507', 'http_post_time': '2026-02-27 22:21:19.585998', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:55.453554', 'zmq_push_time': '2026-02-27 22:21:55.453554', 'total_time_s': 35.870046854019165, 'http_queue_latency_s': 0.0024912357330322266}
2026-02-27 22:21:58,042 - root - INFO - [Worker-0/PID-25723] - [719622832] {'request_id': 719622832, 'input_seq_len': 405, 'output_seq_len': 1606, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.612197', 'http_post_time': '2026-02-27 22:21:19.612281', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:58.042801', 'zmq_push_time': '2026-02-27 22:21:58.042801', 'total_time_s': 38.430604696273804, 'http_queue_latency_s': 8.463859558105469e-05}
2026-02-27 22:21:58,631 - root - INFO - [Worker-0/PID-25723] - [719630512] {'request_id': 719630512, 'input_seq_len': 194, 'output_seq_len': 1632, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.622061', 'http_post_time': '2026-02-27 22:21:19.622157', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:58.631590', 'zmq_push_time': '2026-02-27 22:21:58.631590', 'total_time_s': 39.00952887535095, 'http_queue_latency_s': 9.560585021972656e-05}
2026-02-27 22:21:59,862 - root - INFO - [Worker-0/PID-25723] - [719608496] {'request_id': 719608496, 'input_seq_len': 345, 'output_seq_len': 1691, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.596851', 'http_post_time': '2026-02-27 22:21:19.597177', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:59.862294', 'zmq_push_time': '2026-02-27 22:21:59.862294', 'total_time_s': 40.265443086624146, 'http_queue_latency_s': 0.0003266334533691406}
2026-02-27 22:21:59,946 - root - INFO - [Worker-0/PID-25723] - [719529648] {'request_id': 719529648, 'input_seq_len': 451, 'output_seq_len': 1706, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.482202', 'http_post_time': '2026-02-27 22:21:19.482240', 'first_token_time': None, 'final_token_time': '2026-02-27 22:21:59.946501', 'zmq_push_time': '2026-02-27 22:21:59.946501', 'total_time_s': 40.464298486709595, 'http_queue_latency_s': 3.814697265625e-05}
2026-02-27 22:22:00,450 - root - INFO - [Worker-0/PID-25723] - [719604912] {'request_id': 719604912, 'input_seq_len': 357, 'output_seq_len': 1718, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.591559', 'http_post_time': '2026-02-27 22:21:19.592903', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:00.450876', 'zmq_push_time': '2026-02-27 22:22:00.450876', 'total_time_s': 40.85931754112244, 'http_queue_latency_s': 0.0013442039489746094}
2026-02-27 22:22:00,887 - root - INFO - [Worker-0/PID-25723] - [719556784] {'request_id': 719556784, 'input_seq_len': 656, 'output_seq_len': 1745, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.512754', 'http_post_time': '2026-02-27 22:21:19.512948', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:00.887824', 'zmq_push_time': '2026-02-27 22:22:00.887824', 'total_time_s': 41.375070095062256, 'http_queue_latency_s': 0.00019407272338867188}
2026-02-27 22:22:00,902 - root - INFO - [Worker-0/PID-25723] - [719610544] {'request_id': 719610544, 'input_seq_len': 259, 'output_seq_len': 1738, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.598963', 'http_post_time': '2026-02-27 22:21:19.599375', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:00.902050', 'zmq_push_time': '2026-02-27 22:22:00.902050', 'total_time_s': 41.30308771133423, 'http_queue_latency_s': 0.0004119873046875}
2026-02-27 22:22:01,945 - root - INFO - [Worker-0/PID-25723] - [719504560] {'request_id': 719504560, 'input_seq_len': 451, 'output_seq_len': 1801, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.437164', 'http_post_time': '2026-02-27 22:21:19.437230', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:01.945314', 'zmq_push_time': '2026-02-27 22:22:01.945314', 'total_time_s': 42.50814962387085, 'http_queue_latency_s': 6.628036499023438e-05}
2026-02-27 22:22:02,883 - root - INFO - [Worker-0/PID-25723] - [719581360] {'request_id': 719581360, 'input_seq_len': 515, 'output_seq_len': 1833, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.542116', 'http_post_time': '2026-02-27 22:21:19.542253', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:02.883829', 'zmq_push_time': '2026-02-27 22:22:02.883829', 'total_time_s': 43.341712951660156, 'http_queue_latency_s': 0.00013685226440429688}
2026-02-27 22:22:03,061 - root - INFO - [Worker-0/PID-25723] - [719564976] {'request_id': 719564976, 'input_seq_len': 448, 'output_seq_len': 1843, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.523972', 'http_post_time': '2026-02-27 22:21:19.524051', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:03.061516', 'zmq_push_time': '2026-02-27 22:22:03.061516', 'total_time_s': 43.53754425048828, 'http_queue_latency_s': 7.963180541992188e-05}
2026-02-27 22:22:03,584 - root - INFO - [Worker-0/PID-25723] - [719544496] {'request_id': 719544496, 'input_seq_len': 533, 'output_seq_len': 1869, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.499900', 'http_post_time': '2026-02-27 22:21:19.499968', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:03.584519', 'zmq_push_time': '2026-02-27 22:22:03.584519', 'total_time_s': 44.084619760513306, 'http_queue_latency_s': 6.842613220214844e-05}
2026-02-27 22:22:04,809 - root - INFO - [Worker-0/PID-25723] - [719576240] {'request_id': 719576240, 'input_seq_len': 488, 'output_seq_len': 1920, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.536423', 'http_post_time': '2026-02-27 22:21:19.536549', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:04.809677', 'zmq_push_time': '2026-02-27 22:22:04.809677', 'total_time_s': 45.273253440856934, 'http_queue_latency_s': 0.000125885009765625}
2026-02-27 22:22:05,844 - root - INFO - [Worker-0/PID-25723] - [719552176] {'request_id': 719552176, 'input_seq_len': 243, 'output_seq_len': 1971, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.508067', 'http_post_time': '2026-02-27 22:21:19.508150', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:05.844203', 'zmq_push_time': '2026-02-27 22:22:05.844203', 'total_time_s': 46.33613657951355, 'http_queue_latency_s': 8.296966552734375e-05}
2026-02-27 22:22:05,863 - root - INFO - [Worker-0/PID-25723] - [719582896] {'request_id': 719582896, 'input_seq_len': 472, 'output_seq_len': 1967, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.543829', 'http_post_time': '2026-02-27 22:21:19.544029', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:05.863422', 'zmq_push_time': '2026-02-27 22:22:05.863422', 'total_time_s': 46.31959295272827, 'http_queue_latency_s': 0.0002002716064453125}
2026-02-27 22:22:06,047 - root - INFO - [Worker-0/PID-25723] - [719629488] {'request_id': 719629488, 'input_seq_len': 457, 'output_seq_len': 1969, 'num_chunks': 0, 'zmq_recv_time': '2026-02-27 22:21:19.620675', 'http_post_time': '2026-02-27 22:21:19.620822', 'first_token_time': None, 'final_token_time': '2026-02-27 22:22:06.047258', 'zmq_push_time': '2026-02-27 22:22:06.047258', 'total_time_s': 46.42658257484436, 'http_queue_latency_s': 0.00014710426330566406}
