2026-03-03 01:01:48,226 - root - INFO - [Worker-0/PID-26879] - Worker 0 (PID: 26879) logging initialized
2026-03-03 01:01:48,228 - root - INFO - [Worker-0/PID-26879] - Worker 0 starting (PID: 26879)
2026-03-03 01:01:49,006 - root - INFO - [Worker-0/PID-26879] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:01:49,006 - root - INFO - [Worker-0/PID-26879] - Worker 0 initialized successfully
2026-03-03 01:02:52,486 - root - INFO - [Worker-0/PID-26879] - [740672416] {'request_id': 740672416, 'input_seq_len': 1400, 'output_seq_len': 767, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.581602', 'http_post_time': '2026-03-03 01:01:50.581683', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.485934', 'zmq_push_time': '2026-03-03 01:02:52.485934', 'total_time_s': 61.90433144569397, 'http_queue_latency_s': 8.058547973632812e-05}
2026-03-03 01:02:53,371 - root - INFO - [Worker-0/PID-26879] - [740756896] {'request_id': 740756896, 'input_seq_len': 1207, 'output_seq_len': 664, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.100969', 'http_post_time': '2026-03-03 01:01:51.101019', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:53.371706', 'zmq_push_time': '2026-03-03 01:02:53.371706', 'total_time_s': 62.270737409591675, 'http_queue_latency_s': 5.078315734863281e-05}
2026-03-03 01:02:55,019 - root - INFO - [Worker-0/PID-26879] - [740785568] {'request_id': 740785568, 'input_seq_len': 1443, 'output_seq_len': 659, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.274306', 'http_post_time': '2026-03-03 01:01:51.274373', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.019434', 'zmq_push_time': '2026-03-03 01:02:55.019434', 'total_time_s': 63.74512767791748, 'http_queue_latency_s': 6.67572021484375e-05}
2026-03-03 01:02:55,931 - root - INFO - [Worker-0/PID-26879] - [740673952] {'request_id': 740673952, 'input_seq_len': 2597, 'output_seq_len': 847, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.588482', 'http_post_time': '2026-03-03 01:01:50.588564', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.931225', 'zmq_push_time': '2026-03-03 01:02:55.931225', 'total_time_s': 65.34274220466614, 'http_queue_latency_s': 8.20159912109375e-05}
2026-03-03 01:02:56,080 - root - INFO - [Worker-0/PID-26879] - [740812704] {'request_id': 740812704, 'input_seq_len': 1654, 'output_seq_len': 641, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.439928', 'http_post_time': '2026-03-03 01:01:51.439999', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.080616', 'zmq_push_time': '2026-03-03 01:02:56.080616', 'total_time_s': 64.64068818092346, 'http_queue_latency_s': 7.176399230957031e-05}
2026-03-03 01:02:58,356 - root - INFO - [Worker-0/PID-26879] - [740819872] {'request_id': 740819872, 'input_seq_len': 1425, 'output_seq_len': 683, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.486954', 'http_post_time': '2026-03-03 01:01:51.487010', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:58.356054', 'zmq_push_time': '2026-03-03 01:02:58.356054', 'total_time_s': 66.86910033226013, 'http_queue_latency_s': 5.6743621826171875e-05}
2026-03-03 01:02:58,500 - root - INFO - [Worker-0/PID-26879] - [740745120] {'request_id': 740745120, 'input_seq_len': 2880, 'output_seq_len': 799, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.053592', 'http_post_time': '2026-03-03 01:01:51.055986', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:58.499948', 'zmq_push_time': '2026-03-03 01:02:58.499948', 'total_time_s': 67.44635558128357, 'http_queue_latency_s': 0.0023941993713378906}
2026-03-03 01:02:59,453 - root - INFO - [Worker-0/PID-26879] - [740748704] {'request_id': 740748704, 'input_seq_len': 1878, 'output_seq_len': 818, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.057362', 'http_post_time': '2026-03-03 01:01:51.057514', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.453103', 'zmq_push_time': '2026-03-03 01:02:59.453103', 'total_time_s': 68.39574122428894, 'http_queue_latency_s': 0.00015211105346679688}
2026-03-03 01:02:59,716 - root - INFO - [Worker-0/PID-26879] - [740695968] {'request_id': 740695968, 'input_seq_len': 2769, 'output_seq_len': 901, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.723104', 'http_post_time': '2026-03-03 01:01:50.723266', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.716414', 'zmq_push_time': '2026-03-03 01:02:59.716414', 'total_time_s': 68.99330997467041, 'http_queue_latency_s': 0.00016188621520996094}
2026-03-03 01:03:00,640 - root - INFO - [Worker-0/PID-26879] - [740687264] {'request_id': 740687264, 'input_seq_len': 2807, 'output_seq_len': 931, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.674982', 'http_post_time': '2026-03-03 01:01:50.675116', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:00.639932', 'zmq_push_time': '2026-03-03 01:03:00.639932', 'total_time_s': 69.96495008468628, 'http_queue_latency_s': 0.000133514404296875}
2026-03-03 01:03:01,100 - root - INFO - [Worker-0/PID-26879] - [740676512] {'request_id': 740676512, 'input_seq_len': 4149, 'output_seq_len': 958, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.604860', 'http_post_time': '2026-03-03 01:01:50.604959', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:01.100466', 'zmq_push_time': '2026-03-03 01:03:01.100466', 'total_time_s': 70.49560618400574, 'http_queue_latency_s': 9.870529174804688e-05}
2026-03-03 01:03:01,360 - root - INFO - [Worker-0/PID-26879] - [740756384] {'request_id': 740756384, 'input_seq_len': 2038, 'output_seq_len': 845, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.098369', 'http_post_time': '2026-03-03 01:01:51.098437', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:01.360721', 'zmq_push_time': '2026-03-03 01:03:01.360721', 'total_time_s': 70.2623519897461, 'http_queue_latency_s': 6.771087646484375e-05}
2026-03-03 01:03:01,886 - root - INFO - [Worker-0/PID-26879] - [740769184] {'request_id': 740769184, 'input_seq_len': 2592, 'output_seq_len': 835, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.175779', 'http_post_time': '2026-03-03 01:01:51.175865', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:01.886712', 'zmq_push_time': '2026-03-03 01:03:01.886712', 'total_time_s': 70.710932970047, 'http_queue_latency_s': 8.606910705566406e-05}
2026-03-03 01:03:01,981 - root - INFO - [Worker-0/PID-26879] - [740771744] {'request_id': 740771744, 'input_seq_len': 8637, 'output_seq_len': 832, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.190700', 'http_post_time': '2026-03-03 01:01:51.190850', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:01.981386', 'zmq_push_time': '2026-03-03 01:03:01.981386', 'total_time_s': 70.7906858921051, 'http_queue_latency_s': 0.0001494884490966797}
2026-03-03 01:03:02,357 - root - INFO - [Worker-0/PID-26879] - [740720544] {'request_id': 740720544, 'input_seq_len': 2705, 'output_seq_len': 920, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.880703', 'http_post_time': '2026-03-03 01:01:50.880781', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.357631', 'zmq_push_time': '2026-03-03 01:03:02.357631', 'total_time_s': 71.47692799568176, 'http_queue_latency_s': 7.82012939453125e-05}
2026-03-03 01:03:02,625 - root - INFO - [Worker-0/PID-26879] - [740724128] {'request_id': 740724128, 'input_seq_len': 2287, 'output_seq_len': 920, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.906178', 'http_post_time': '2026-03-03 01:01:50.906343', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.625791', 'zmq_push_time': '2026-03-03 01:03:02.625791', 'total_time_s': 71.71961331367493, 'http_queue_latency_s': 0.00016498565673828125}
