2026-03-03 01:01:08,362 - root - INFO - [Worker-0/PID-25271] - Worker 0 (PID: 25271) logging initialized
2026-03-03 01:01:08,363 - root - INFO - [Worker-0/PID-25271] - Worker 0 starting (PID: 25271)
2026-03-03 01:01:09,198 - root - INFO - [Worker-0/PID-25271] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:01:09,198 - root - INFO - [Worker-0/PID-25271] - Worker 0 initialized successfully
2026-03-03 01:02:45,439 - root - INFO - [Worker-0/PID-25271] - [740660000] {'request_id': 740660000, 'input_seq_len': 1104, 'output_seq_len': 666, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.493510', 'http_post_time': '2026-03-03 01:01:50.493611', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:45.439548', 'zmq_push_time': '2026-03-03 01:02:45.439548', 'total_time_s': 54.94603776931763, 'http_queue_latency_s': 0.00010156631469726562}
2026-03-03 01:02:49,991 - root - INFO - [Worker-0/PID-25271] - [740715296] {'request_id': 740715296, 'input_seq_len': 6972, 'output_seq_len': 699, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.847800', 'http_post_time': '2026-03-03 01:01:50.847992', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:49.991493', 'zmq_push_time': '2026-03-03 01:02:49.991493', 'total_time_s': 59.14369249343872, 'http_queue_latency_s': 0.00019216537475585938}
2026-03-03 01:02:52,948 - root - INFO - [Worker-0/PID-25271] - [740663584] {'request_id': 740663584, 'input_seq_len': 2724, 'output_seq_len': 845, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.515135', 'http_post_time': '2026-03-03 01:01:50.515208', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.948049', 'zmq_push_time': '2026-03-03 01:02:52.948049', 'total_time_s': 62.43291354179382, 'http_queue_latency_s': 7.2479248046875e-05}
2026-03-03 01:02:53,910 - root - INFO - [Worker-0/PID-25271] - [740662560] {'request_id': 740662560, 'input_seq_len': 2325, 'output_seq_len': 869, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.509134', 'http_post_time': '2026-03-03 01:01:50.509207', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:53.909829', 'zmq_push_time': '2026-03-03 01:02:53.909829', 'total_time_s': 63.40069508552551, 'http_queue_latency_s': 7.271766662597656e-05}
2026-03-03 01:02:54,338 - root - INFO - [Worker-0/PID-25271] - [740700448] {'request_id': 740700448, 'input_seq_len': 2856, 'output_seq_len': 825, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.750322', 'http_post_time': '2026-03-03 01:01:50.750399', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.337861', 'zmq_push_time': '2026-03-03 01:02:54.337861', 'total_time_s': 63.587539196014404, 'http_queue_latency_s': 7.700920104980469e-05}
2026-03-03 01:02:54,546 - root - INFO - [Worker-0/PID-25271] - [740736288] {'request_id': 740736288, 'input_seq_len': 2922, 'output_seq_len': 780, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.989288', 'http_post_time': '2026-03-03 01:01:50.990475', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.546618', 'zmq_push_time': '2026-03-03 01:02:54.546618', 'total_time_s': 63.55732989311218, 'http_queue_latency_s': 0.0011873245239257812}
2026-03-03 01:02:55,303 - root - INFO - [Worker-0/PID-25271] - [740707104] {'request_id': 740707104, 'input_seq_len': 3846, 'output_seq_len': 838, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.790679', 'http_post_time': '2026-03-03 01:01:50.790759', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.303690', 'zmq_push_time': '2026-03-03 01:02:55.303690', 'total_time_s': 64.51301074028015, 'http_queue_latency_s': 7.987022399902344e-05}
2026-03-03 01:02:55,785 - root - INFO - [Worker-0/PID-25271] - [740752672] {'request_id': 740752672, 'input_seq_len': 6043, 'output_seq_len': 781, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.078276', 'http_post_time': '2026-03-03 01:01:51.078385', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.784835', 'zmq_push_time': '2026-03-03 01:02:55.784835', 'total_time_s': 64.70655870437622, 'http_queue_latency_s': 0.0001087188720703125}
2026-03-03 01:02:56,236 - root - INFO - [Worker-0/PID-25271] - [740758816] {'request_id': 740758816, 'input_seq_len': 3231, 'output_seq_len': 784, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.114439', 'http_post_time': '2026-03-03 01:01:51.114512', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.236361', 'zmq_push_time': '2026-03-03 01:02:56.236361', 'total_time_s': 65.12192130088806, 'http_queue_latency_s': 7.319450378417969e-05}
2026-03-03 01:02:56,279 - root - INFO - [Worker-0/PID-25271] - [740704544] {'request_id': 740704544, 'input_seq_len': 1934, 'output_seq_len': 861, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.774875', 'http_post_time': '2026-03-03 01:01:50.774939', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.279736', 'zmq_push_time': '2026-03-03 01:02:56.279736', 'total_time_s': 65.50486016273499, 'http_queue_latency_s': 6.389617919921875e-05}
2026-03-03 01:02:56,338 - root - INFO - [Worker-0/PID-25271] - [740718368] {'request_id': 740718368, 'input_seq_len': 2527, 'output_seq_len': 842, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.866451', 'http_post_time': '2026-03-03 01:01:50.866525', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.338614', 'zmq_push_time': '2026-03-03 01:02:56.338614', 'total_time_s': 65.47216320037842, 'http_queue_latency_s': 7.414817810058594e-05}
2026-03-03 01:02:57,022 - root - INFO - [Worker-0/PID-25271] - [740662048] {'request_id': 740662048, 'input_seq_len': 9238, 'output_seq_len': 936, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.505875', 'http_post_time': '2026-03-03 01:01:50.506037', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:57.022727', 'zmq_push_time': '2026-03-03 01:02:57.022727', 'total_time_s': 66.51685190200806, 'http_queue_latency_s': 0.00016188621520996094}
2026-03-03 01:02:57,889 - root - INFO - [Worker-0/PID-25271] - [740669728] {'request_id': 740669728, 'input_seq_len': 2340, 'output_seq_len': 946, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.561260', 'http_post_time': '2026-03-03 01:01:50.561326', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:57.889596', 'zmq_push_time': '2026-03-03 01:02:57.889596', 'total_time_s': 67.32833552360535, 'http_queue_latency_s': 6.580352783203125e-05}
2026-03-03 01:02:57,925 - root - INFO - [Worker-0/PID-25271] - [740732704] {'request_id': 740732704, 'input_seq_len': 3756, 'output_seq_len': 857, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.969425', 'http_post_time': '2026-03-03 01:01:50.969787', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:57.924973', 'zmq_push_time': '2026-03-03 01:02:57.924973', 'total_time_s': 66.95554876327515, 'http_queue_latency_s': 0.0003619194030761719}
2026-03-03 01:02:58,715 - root - INFO - [Worker-0/PID-25271] - [740678944] {'request_id': 740678944, 'input_seq_len': 1677, 'output_seq_len': 951, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.619376', 'http_post_time': '2026-03-03 01:01:50.619446', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:58.714872', 'zmq_push_time': '2026-03-03 01:02:58.714872', 'total_time_s': 68.09549522399902, 'http_queue_latency_s': 6.914138793945312e-05}
2026-03-03 01:02:59,104 - root - INFO - [Worker-0/PID-25271] - [740851488] {'request_id': 740851488, 'input_seq_len': 1849, 'output_seq_len': 710, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.683566', 'http_post_time': '2026-03-03 01:01:51.683639', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.104133', 'zmq_push_time': '2026-03-03 01:02:59.104133', 'total_time_s': 67.42056703567505, 'http_queue_latency_s': 7.295608520507812e-05}
2026-03-03 01:02:59,295 - root - INFO - [Worker-0/PID-25271] - [740773664] {'request_id': 740773664, 'input_seq_len': 2319, 'output_seq_len': 828, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.201553', 'http_post_time': '2026-03-03 01:01:51.201610', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.295485', 'zmq_push_time': '2026-03-03 01:02:59.295485', 'total_time_s': 68.09393191337585, 'http_queue_latency_s': 5.698204040527344e-05}
2026-03-03 01:02:59,445 - root - INFO - [Worker-0/PID-25271] - [740775200] {'request_id': 740775200, 'input_seq_len': 2662, 'output_seq_len': 828, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.210871', 'http_post_time': '2026-03-03 01:01:51.210938', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.445584', 'zmq_push_time': '2026-03-03 01:02:59.445584', 'total_time_s': 68.23471260070801, 'http_queue_latency_s': 6.651878356933594e-05}
2026-03-03 01:02:59,623 - root - INFO - [Worker-0/PID-25271] - [740650272] {'request_id': 740650272, 'input_seq_len': 1898, 'output_seq_len': 1010, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.407822', 'http_post_time': '2026-03-03 01:01:50.409480', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.623055', 'zmq_push_time': '2026-03-03 01:02:59.623055', 'total_time_s': 69.21523380279541, 'http_queue_latency_s': 0.0016586780548095703}
2026-03-03 01:03:00,296 - root - INFO - [Worker-0/PID-25271] - [740738848] {'request_id': 740738848, 'input_seq_len': 4330, 'output_seq_len': 900, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.000660', 'http_post_time': '2026-03-03 01:01:51.000762', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:00.296611', 'zmq_push_time': '2026-03-03 01:03:00.296611', 'total_time_s': 69.29595041275024, 'http_queue_latency_s': 0.00010204315185546875}
2026-03-03 01:03:01,267 - root - INFO - [Worker-0/PID-25271] - [740767520] {'request_id': 740767520, 'input_seq_len': 4520, 'output_seq_len': 880, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.166651', 'http_post_time': '2026-03-03 01:01:51.166749', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:01.267032', 'zmq_push_time': '2026-03-03 01:03:01.267032', 'total_time_s': 70.10038089752197, 'http_queue_latency_s': 9.775161743164062e-05}
2026-03-03 01:03:02,105 - root - INFO - [Worker-0/PID-25271] - [740716320] {'request_id': 740716320, 'input_seq_len': 4866, 'output_seq_len': 968, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.853829', 'http_post_time': '2026-03-03 01:01:50.853936', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.105185', 'zmq_push_time': '2026-03-03 01:03:02.105185', 'total_time_s': 71.25135564804077, 'http_queue_latency_s': 0.00010728836059570312}
2026-03-03 01:03:02,143 - root - INFO - [Worker-0/PID-25271] - [740698400] {'request_id': 740698400, 'input_seq_len': 3000, 'output_seq_len': 996, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.738887', 'http_post_time': '2026-03-03 01:01:50.738963', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.143411', 'zmq_push_time': '2026-03-03 01:03:02.143411', 'total_time_s': 71.40452456474304, 'http_queue_latency_s': 7.653236389160156e-05}
2026-03-03 01:03:02,152 - root - INFO - [Worker-0/PID-25271] - [740687648] {'request_id': 740687648, 'input_seq_len': 2485, 'output_seq_len': 1012, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.676662', 'http_post_time': '2026-03-03 01:01:50.676736', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.151939', 'zmq_push_time': '2026-03-03 01:03:02.151939', 'total_time_s': 71.47527718544006, 'http_queue_latency_s': 7.367134094238281e-05}
2026-03-03 01:03:02,373 - root - INFO - [Worker-0/PID-25271] - [740696352] {'request_id': 740696352, 'input_seq_len': 2763, 'output_seq_len': 1003, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.725689', 'http_post_time': '2026-03-03 01:01:50.725765', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.373067', 'zmq_push_time': '2026-03-03 01:03:02.373067', 'total_time_s': 71.64737749099731, 'http_queue_latency_s': 7.534027099609375e-05}
2026-03-03 01:03:02,535 - root - INFO - [Worker-0/PID-25271] - [740706080] {'request_id': 740706080, 'input_seq_len': 1366, 'output_seq_len': 992, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.783787', 'http_post_time': '2026-03-03 01:01:50.783855', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:02.535751', 'zmq_push_time': '2026-03-03 01:03:02.535751', 'total_time_s': 71.75196385383606, 'http_queue_latency_s': 6.818771362304688e-05}
2026-03-03 01:03:03,066 - root - INFO - [Worker-0/PID-25271] - [740784416] {'request_id': 740784416, 'input_seq_len': 3919, 'output_seq_len': 888, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.267304', 'http_post_time': '2026-03-03 01:01:51.267397', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:03.066460', 'zmq_push_time': '2026-03-03 01:03:03.066460', 'total_time_s': 71.79915618896484, 'http_queue_latency_s': 9.34600830078125e-05}
