2026-03-03 01:00:41,461 - root - INFO - [Worker-0/PID-24065] - Worker 0 (PID: 24065) logging initialized
2026-03-03 01:00:41,462 - root - INFO - [Worker-0/PID-24065] - Worker 0 starting (PID: 24065)
2026-03-03 01:00:42,246 - root - INFO - [Worker-0/PID-24065] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:00:42,247 - root - INFO - [Worker-0/PID-24065] - Worker 0 initialized successfully
2026-03-03 01:02:46,655 - root - INFO - [Worker-0/PID-24065] - [740671936] {'request_id': 740671936, 'input_seq_len': 748, 'output_seq_len': 614, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.576406', 'http_post_time': '2026-03-03 01:01:50.576460', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:46.654794', 'zmq_push_time': '2026-03-03 01:02:46.654794', 'total_time_s': 56.07838749885559, 'http_queue_latency_s': 5.340576171875e-05}
2026-03-03 01:02:52,878 - root - INFO - [Worker-0/PID-24065] - [740776896] {'request_id': 740776896, 'input_seq_len': 2210, 'output_seq_len': 620, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.219202', 'http_post_time': '2026-03-03 01:01:51.219275', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.878760', 'zmq_push_time': '2026-03-03 01:02:52.878760', 'total_time_s': 61.659557819366455, 'http_queue_latency_s': 7.319450378417969e-05}
2026-03-03 01:02:54,404 - root - INFO - [Worker-0/PID-24065] - [740724672] {'request_id': 740724672, 'input_seq_len': 2884, 'output_seq_len': 731, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.907918', 'http_post_time': '2026-03-03 01:01:50.907996', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.404457', 'zmq_push_time': '2026-03-03 01:02:54.404457', 'total_time_s': 63.49653911590576, 'http_queue_latency_s': 7.843971252441406e-05}
2026-03-03 01:02:54,876 - root - INFO - [Worker-0/PID-24065] - [740692416] {'request_id': 740692416, 'input_seq_len': 1666, 'output_seq_len': 789, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.703654', 'http_post_time': '2026-03-03 01:01:50.704265', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.876351', 'zmq_push_time': '2026-03-03 01:02:54.876351', 'total_time_s': 64.17269682884216, 'http_queue_latency_s': 0.0006105899810791016}
2026-03-03 01:02:55,470 - root - INFO - [Worker-0/PID-24065] - [740721600] {'request_id': 740721600, 'input_seq_len': 834, 'output_seq_len': 761, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.887651', 'http_post_time': '2026-03-03 01:01:50.887710', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.470315', 'zmq_push_time': '2026-03-03 01:02:55.470315', 'total_time_s': 64.58266401290894, 'http_queue_latency_s': 5.817413330078125e-05}
2026-03-03 01:02:55,736 - root - INFO - [Worker-0/PID-24065] - [740676032] {'request_id': 740676032, 'input_seq_len': 4646, 'output_seq_len': 833, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.602416', 'http_post_time': '2026-03-03 01:01:50.602510', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.736542', 'zmq_push_time': '2026-03-03 01:02:55.736542', 'total_time_s': 65.13412642478943, 'http_queue_latency_s': 9.417533874511719e-05}
2026-03-03 01:02:56,216 - root - INFO - [Worker-0/PID-24065] - [740650944] {'request_id': 740650944, 'input_seq_len': 7084, 'output_seq_len': 880, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.411715', 'http_post_time': '2026-03-03 01:01:50.411900', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.216398', 'zmq_push_time': '2026-03-03 01:02:56.216398', 'total_time_s': 65.80468344688416, 'http_queue_latency_s': 0.00018548965454101562}
2026-03-03 01:02:56,514 - root - INFO - [Worker-0/PID-24065] - [740675008] {'request_id': 740675008, 'input_seq_len': 5256, 'output_seq_len': 852, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.594416', 'http_post_time': '2026-03-03 01:01:50.594527', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.514279', 'zmq_push_time': '2026-03-03 01:02:56.514279', 'total_time_s': 65.9198637008667, 'http_queue_latency_s': 0.00011086463928222656}
2026-03-03 01:02:56,691 - root - INFO - [Worker-0/PID-24065] - [740727232] {'request_id': 740727232, 'input_seq_len': 2658, 'output_seq_len': 782, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.926157', 'http_post_time': '2026-03-03 01:01:50.926273', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.691184', 'zmq_push_time': '2026-03-03 01:02:56.691184', 'total_time_s': 65.76502704620361, 'http_queue_latency_s': 0.0001163482666015625}
2026-03-03 01:02:59,288 - root - INFO - [Worker-0/PID-24065] - [740656576] {'request_id': 740656576, 'input_seq_len': 2239, 'output_seq_len': 945, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.467951', 'http_post_time': '2026-03-03 01:01:50.468064', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:59.288359', 'zmq_push_time': '2026-03-03 01:02:59.288359', 'total_time_s': 68.82040786743164, 'http_queue_latency_s': 0.0001125335693359375}
2026-03-03 01:03:00,404 - root - INFO - [Worker-0/PID-24065] - [740722112] {'request_id': 740722112, 'input_seq_len': 2613, 'output_seq_len': 877, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.891947', 'http_post_time': '2026-03-03 01:01:50.892054', 'first_token_time': None, 'final_token_time': '2026-03-03 01:03:00.404453', 'zmq_push_time': '2026-03-03 01:03:00.404453', 'total_time_s': 69.5125060081482, 'http_queue_latency_s': 0.00010657310485839844}
