2026-03-03 01:01:20,030 - root - INFO - [Worker-0/PID-25673] - Worker 0 (PID: 25673) logging initialized
2026-03-03 01:01:20,032 - root - INFO - [Worker-0/PID-25673] - Worker 0 starting (PID: 25673)
2026-03-03 01:01:20,833 - root - INFO - [Worker-0/PID-25673] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:01:20,833 - root - INFO - [Worker-0/PID-25673] - Worker 0 initialized successfully
2026-03-03 01:02:49,424 - root - INFO - [Worker-0/PID-25673] - [740672064] {'request_id': 740672064, 'input_seq_len': 1499, 'output_seq_len': 794, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.577138', 'http_post_time': '2026-03-03 01:01:50.577245', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:49.424525', 'zmq_push_time': '2026-03-03 01:02:49.424525', 'total_time_s': 58.847386598587036, 'http_queue_latency_s': 0.00010728836059570312}
2026-03-03 01:02:49,839 - root - INFO - [Worker-0/PID-25673] - [740703296] {'request_id': 740703296, 'input_seq_len': 1051, 'output_seq_len': 760, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.768070', 'http_post_time': '2026-03-03 01:01:50.768170', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:49.839487', 'zmq_push_time': '2026-03-03 01:02:49.839487', 'total_time_s': 59.0714168548584, 'http_queue_latency_s': 9.989738464355469e-05}
2026-03-03 01:02:51,011 - root - INFO - [Worker-0/PID-25673] - [740683328] {'request_id': 740683328, 'input_seq_len': 1462, 'output_seq_len': 816, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.648900', 'http_post_time': '2026-03-03 01:01:50.648959', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:51.011173', 'zmq_push_time': '2026-03-03 01:02:51.011173', 'total_time_s': 60.36227297782898, 'http_queue_latency_s': 5.91278076171875e-05}
2026-03-03 01:02:51,324 - root - INFO - [Worker-0/PID-25673] - [740696640] {'request_id': 740696640, 'input_seq_len': 1048, 'output_seq_len': 804, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.727131', 'http_post_time': '2026-03-03 01:01:50.727187', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:51.324773', 'zmq_push_time': '2026-03-03 01:02:51.324773', 'total_time_s': 60.597641944885254, 'http_queue_latency_s': 5.602836608886719e-05}
2026-03-03 01:02:51,360 - root - INFO - [Worker-0/PID-25673] - [740687424] {'request_id': 740687424, 'input_seq_len': 2887, 'output_seq_len': 819, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.675375', 'http_post_time': '2026-03-03 01:01:50.675453', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:51.360581', 'zmq_push_time': '2026-03-03 01:02:51.360581', 'total_time_s': 60.68520665168762, 'http_queue_latency_s': 7.843971252441406e-05}
2026-03-03 01:02:52,860 - root - INFO - [Worker-0/PID-25673] - [740684864] {'request_id': 740684864, 'input_seq_len': 2389, 'output_seq_len': 858, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.659584', 'http_post_time': '2026-03-03 01:01:50.659654', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.860101', 'zmq_push_time': '2026-03-03 01:02:52.860101', 'total_time_s': 62.200517416000366, 'http_queue_latency_s': 7.05718994140625e-05}
2026-03-03 01:02:53,702 - root - INFO - [Worker-0/PID-25673] - [740699712] {'request_id': 740699712, 'input_seq_len': 2381, 'output_seq_len': 855, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.746795', 'http_post_time': '2026-03-03 01:01:50.746927', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:53.702025', 'zmq_push_time': '2026-03-03 01:02:53.702025', 'total_time_s': 62.95523023605347, 'http_queue_latency_s': 0.00013184547424316406}
2026-03-03 01:02:54,052 - root - INFO - [Worker-0/PID-25673] - [740659264] {'request_id': 740659264, 'input_seq_len': 5678, 'output_seq_len': 919, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.487624', 'http_post_time': '2026-03-03 01:01:50.487776', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:54.051830', 'zmq_push_time': '2026-03-03 01:02:54.051830', 'total_time_s': 63.56420540809631, 'http_queue_latency_s': 0.0001518726348876953}
2026-03-03 01:02:55,455 - root - INFO - [Worker-0/PID-25673] - [740740160] {'request_id': 740740160, 'input_seq_len': 3427, 'output_seq_len': 839, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.009689', 'http_post_time': '2026-03-03 01:01:51.009786', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.455016', 'zmq_push_time': '2026-03-03 01:02:55.455016', 'total_time_s': 64.44532752037048, 'http_queue_latency_s': 9.72747802734375e-05}
2026-03-03 01:02:55,478 - root - INFO - [Worker-0/PID-25673] - [740709952] {'request_id': 740709952, 'input_seq_len': 4014, 'output_seq_len': 883, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.811563', 'http_post_time': '2026-03-03 01:01:50.811686', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.478186', 'zmq_push_time': '2026-03-03 01:02:55.478186', 'total_time_s': 64.66662216186523, 'http_queue_latency_s': 0.00012230873107910156}
2026-03-03 01:02:55,626 - root - INFO - [Worker-0/PID-25673] - [740737088] {'request_id': 740737088, 'input_seq_len': 2618, 'output_seq_len': 848, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.991765', 'http_post_time': '2026-03-03 01:01:50.991842', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.626278', 'zmq_push_time': '2026-03-03 01:02:55.626278', 'total_time_s': 64.63451290130615, 'http_queue_latency_s': 7.724761962890625e-05}
2026-03-03 01:02:55,716 - root - INFO - [Worker-0/PID-25673] - [740727360] {'request_id': 740727360, 'input_seq_len': 1453, 'output_seq_len': 863, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.926624', 'http_post_time': '2026-03-03 01:01:50.926688', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.716238', 'zmq_push_time': '2026-03-03 01:02:55.716238', 'total_time_s': 64.78961443901062, 'http_queue_latency_s': 6.413459777832031e-05}
