2026-03-03 01:01:39,501 - root - INFO - [Worker-1/PID-26478] - Worker 1 (PID: 26478) logging initialized
2026-03-03 01:01:39,502 - root - INFO - [Worker-1/PID-26478] - Worker 1 starting (PID: 26478)
2026-03-03 01:01:40,274 - root - INFO - [Worker-1/PID-26478] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:01:40,274 - root - INFO - [Worker-1/PID-26478] - Worker 1 initialized successfully
2026-03-03 01:02:48,471 - root - INFO - [Worker-1/PID-26478] - [740658304] {'request_id': 740658304, 'input_seq_len': 1353, 'output_seq_len': 751, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.482431', 'http_post_time': '2026-03-03 01:01:50.482558', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:48.471108', 'zmq_push_time': '2026-03-03 01:02:48.471108', 'total_time_s': 57.98867750167847, 'http_queue_latency_s': 0.00012683868408203125}
2026-03-03 01:02:50,384 - root - INFO - [Worker-1/PID-26478] - [740651136] {'request_id': 740651136, 'input_seq_len': 3964, 'output_seq_len': 808, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.413505', 'http_post_time': '2026-03-03 01:01:50.413908', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:50.384530', 'zmq_push_time': '2026-03-03 01:02:50.384530', 'total_time_s': 59.97102451324463, 'http_queue_latency_s': 0.00040268898010253906}
2026-03-03 01:02:52,715 - root - INFO - [Worker-1/PID-26478] - [740827776] {'request_id': 740827776, 'input_seq_len': 2395, 'output_seq_len': 611, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.537370', 'http_post_time': '2026-03-03 01:01:51.537466', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.715190', 'zmq_push_time': '2026-03-03 01:02:52.715190', 'total_time_s': 61.1778199672699, 'http_queue_latency_s': 9.560585021972656e-05}
2026-03-03 01:02:52,996 - root - INFO - [Worker-1/PID-26478] - [740720256] {'request_id': 740720256, 'input_seq_len': 1917, 'output_seq_len': 774, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.879796', 'http_post_time': '2026-03-03 01:01:50.880129', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:52.995925', 'zmq_push_time': '2026-03-03 01:02:52.995925', 'total_time_s': 62.116129636764526, 'http_queue_latency_s': 0.0003333091735839844}
2026-03-03 01:02:53,442 - root - INFO - [Worker-1/PID-26478] - [740656768] {'request_id': 740656768, 'input_seq_len': 2945, 'output_seq_len': 873, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.470512', 'http_post_time': '2026-03-03 01:01:50.471658', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:53.442315', 'zmq_push_time': '2026-03-03 01:02:53.442315', 'total_time_s': 62.971802949905396, 'http_queue_latency_s': 0.0011456012725830078}
2026-03-03 01:02:55,294 - root - INFO - [Worker-1/PID-26478] - [740668544] {'request_id': 740668544, 'input_seq_len': 1673, 'output_seq_len': 902, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.553409', 'http_post_time': '2026-03-03 01:01:50.553514', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.294546', 'zmq_push_time': '2026-03-03 01:02:55.294546', 'total_time_s': 64.74113774299622, 'http_queue_latency_s': 0.00010514259338378906}
2026-03-03 01:02:55,460 - root - INFO - [Worker-1/PID-26478] - [740672128] {'request_id': 740672128, 'input_seq_len': 2549, 'output_seq_len': 901, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.578386', 'http_post_time': '2026-03-03 01:01:50.578495', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.459995', 'zmq_push_time': '2026-03-03 01:02:55.459995', 'total_time_s': 64.8816089630127, 'http_queue_latency_s': 0.0001087188720703125}
2026-03-03 01:02:55,464 - root - INFO - [Worker-1/PID-26478] - [740723840] {'request_id': 740723840, 'input_seq_len': 853, 'output_seq_len': 828, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.903514', 'http_post_time': '2026-03-03 01:01:50.903616', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.464476', 'zmq_push_time': '2026-03-03 01:02:55.464476', 'total_time_s': 64.56096172332764, 'http_queue_latency_s': 0.00010251998901367188}
2026-03-03 01:02:55,829 - root - INFO - [Worker-1/PID-26478] - [740695168] {'request_id': 740695168, 'input_seq_len': 1258, 'output_seq_len': 874, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.718147', 'http_post_time': '2026-03-03 01:01:50.718223', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:55.829042', 'zmq_push_time': '2026-03-03 01:02:55.829042', 'total_time_s': 65.11089515686035, 'http_queue_latency_s': 7.557868957519531e-05}
2026-03-03 01:02:56,877 - root - INFO - [Worker-1/PID-26478] - [740662400] {'request_id': 740662400, 'input_seq_len': 2277, 'output_seq_len': 946, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:50.508433', 'http_post_time': '2026-03-03 01:01:50.508510', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:56.877617', 'zmq_push_time': '2026-03-03 01:02:56.877617', 'total_time_s': 66.36918473243713, 'http_queue_latency_s': 7.772445678710938e-05}
2026-03-03 01:02:57,096 - root - INFO - [Worker-1/PID-26478] - [740762752] {'request_id': 740762752, 'input_seq_len': 3514, 'output_seq_len': 809, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:01:51.134697', 'http_post_time': '2026-03-03 01:01:51.134786', 'first_token_time': None, 'final_token_time': '2026-03-03 01:02:57.096485', 'zmq_push_time': '2026-03-03 01:02:57.096485', 'total_time_s': 65.96178817749023, 'http_queue_latency_s': 8.916854858398438e-05}
