2026-03-03 01:22:17,461 - root - INFO - [Worker-0/PID-25836] - Worker 0 (PID: 25836) logging initialized
2026-03-03 01:22:17,463 - root - INFO - [Worker-0/PID-25836] - Worker 0 starting (PID: 25836)
2026-03-03 01:22:18,187 - root - INFO - [Worker-0/PID-25836] - Loaded tokenizer from local path: /work/build/models/gpt-oss/gpt-oss-120b
2026-03-03 01:22:18,187 - root - INFO - [Worker-0/PID-25836] - Worker 0 initialized successfully
2026-03-03 01:22:40,275 - root - INFO - [Worker-0/PID-25836] - [521420768] {'request_id': 521420768, 'input_seq_len': 207, 'output_seq_len': 514, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.300645', 'http_post_time': '2026-03-03 01:22:27.300726', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:40.275334', 'zmq_push_time': '2026-03-03 01:22:40.275334', 'total_time_s': 12.97468876838684, 'http_queue_latency_s': 8.153915405273438e-05}
2026-03-03 01:22:41,554 - root - INFO - [Worker-0/PID-25836] - [521419232] {'request_id': 521419232, 'input_seq_len': 311, 'output_seq_len': 573, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.298000', 'http_post_time': '2026-03-03 01:22:27.298181', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:41.554680', 'zmq_push_time': '2026-03-03 01:22:41.554680', 'total_time_s': 14.256680250167847, 'http_queue_latency_s': 0.0001811981201171875}
2026-03-03 01:22:41,798 - root - INFO - [Worker-0/PID-25836] - [521331680] {'request_id': 521331680, 'input_seq_len': 312, 'output_seq_len': 598, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.193449', 'http_post_time': '2026-03-03 01:22:27.193562', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:41.798223', 'zmq_push_time': '2026-03-03 01:22:41.798223', 'total_time_s': 14.604773759841919, 'http_queue_latency_s': 0.00011324882507324219}
2026-03-03 01:22:42,221 - root - INFO - [Worker-0/PID-25836] - [521309152] {'request_id': 521309152, 'input_seq_len': 423, 'output_seq_len': 621, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.170843', 'http_post_time': '2026-03-03 01:22:27.170889', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:42.221639', 'zmq_push_time': '2026-03-03 01:22:42.221639', 'total_time_s': 15.050796270370483, 'http_queue_latency_s': 4.57763671875e-05}
2026-03-03 01:22:42,449 - root - INFO - [Worker-0/PID-25836] - [521381344] {'request_id': 521381344, 'input_seq_len': 175, 'output_seq_len': 621, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.252376', 'http_post_time': '2026-03-03 01:22:27.252456', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:42.448938', 'zmq_push_time': '2026-03-03 01:22:42.448938', 'total_time_s': 15.196562051773071, 'http_queue_latency_s': 8.082389831542969e-05}
2026-03-03 01:22:43,836 - root - INFO - [Worker-0/PID-25836] - [521346528] {'request_id': 521346528, 'input_seq_len': 309, 'output_seq_len': 691, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.209624', 'http_post_time': '2026-03-03 01:22:27.209784', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:43.836454', 'zmq_push_time': '2026-03-03 01:22:43.836454', 'total_time_s': 16.626830101013184, 'http_queue_latency_s': 0.00015974044799804688}
2026-03-03 01:22:44,071 - root - INFO - [Worker-0/PID-25836] - [521318880] {'request_id': 521318880, 'input_seq_len': 346, 'output_seq_len': 706, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.180665', 'http_post_time': '2026-03-03 01:22:27.180721', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:44.071471', 'zmq_push_time': '2026-03-03 01:22:44.071471', 'total_time_s': 16.890805959701538, 'http_queue_latency_s': 5.507469177246094e-05}
2026-03-03 01:22:44,218 - root - INFO - [Worker-0/PID-25836] - [521344480] {'request_id': 521344480, 'input_seq_len': 194, 'output_seq_len': 709, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.207006', 'http_post_time': '2026-03-03 01:22:27.207064', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:44.218381', 'zmq_push_time': '2026-03-03 01:22:44.218381', 'total_time_s': 17.011375188827515, 'http_queue_latency_s': 5.841255187988281e-05}
2026-03-03 01:22:44,454 - root - INFO - [Worker-0/PID-25836] - [521412064] {'request_id': 521412064, 'input_seq_len': 162, 'output_seq_len': 710, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.286950', 'http_post_time': '2026-03-03 01:22:27.288303', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:44.454707', 'zmq_push_time': '2026-03-03 01:22:44.454707', 'total_time_s': 17.167757034301758, 'http_queue_latency_s': 0.0013532638549804688}
2026-03-03 01:22:44,903 - root - INFO - [Worker-0/PID-25836] - [521423328] {'request_id': 521423328, 'input_seq_len': 128, 'output_seq_len': 730, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.303725', 'http_post_time': '2026-03-03 01:22:27.303909', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:44.903739', 'zmq_push_time': '2026-03-03 01:22:44.903739', 'total_time_s': 17.600014686584473, 'http_queue_latency_s': 0.00018405914306640625}
2026-03-03 01:22:47,051 - root - INFO - [Worker-0/PID-25836] - [521385952] {'request_id': 521385952, 'input_seq_len': 173, 'output_seq_len': 833, 'num_chunks': 0, 'zmq_recv_time': '2026-03-03 01:22:27.275783', 'http_post_time': '2026-03-03 01:22:27.279601', 'first_token_time': None, 'final_token_time': '2026-03-03 01:22:47.051663', 'zmq_push_time': '2026-03-03 01:22:47.051663', 'total_time_s': 19.775880336761475, 'http_queue_latency_s': 0.0038182735443115234}
